rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:12YCtLHGk6tP6RbHDHflCs,"MC Caverinha, KayBlack, Wall Hein",Cartão Black,Som Livre,1,7,2,10096014,159973
2,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,1,1,16,9693072,173698
3,spotify:track:3PH1nUysW7ybo3Yu8sqlPN,"Israel & Rodolffo, Mari Fernandez",Seu Brilho Sumiu - Ao Vivo,Som Livre,2,3,12,7916224,168840
4,spotify:track:51pxwIxDVCbFHW8oyJFQXD,Simone Mendes,Erro Gostoso - Ao Vivo,Universal Music Ltda.,3,4,17,7714980,178811
5,spotify:track:3ktTWpYdXrYApH54cBo4Ap,"Matuê, Rich The Kid",Conexões de Máfia (feat. Rich The Kid),Sony Music Entertainment,1,2,4,7443311,221538
6,spotify:track:4hKLzFvNwHF6dPosGT30ed,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",Novo Balanço,Supernova Entertainment Under Exclusive License to UnitedMasters,6,-1,1,7300839,140322
7,spotify:track:3mzbab4H0iZYkHggSEj0UX,Zé Neto & Cristiano,Oi Balde - Ao Vivo,Som Livre,3,5,14,6852430,159158
8,spotify:track:2K9kZpwD2CzTa6iiSYYOoO,Marília Mendonça,Leão,Som Livre,1,6,24,6501046,166774
9,spotify:track:0redQHBfejmPUhonR5ppGC,"Guilherme & Benuto, Ana Castela, Adriano Rhod",Duas Três,Sony Music Entertainment,9,9,15,5822380,156942
10,spotify:track:2LTlykcdu0gwb7zcKneo2a,"KayBlack, Baco Exu do Blues, Marquinho no Beat",Melhor Só,WM Brazil,3,8,8,5716646,229326
11,spotify:track:39xOREhViooEYFpmnKTdrl,"Veigh, Tz da Coronel, Toledo, Nagalli, Bvga Beatz, Supernova Ent",Engana Dizendo Que Ama,Supernova Entertainment Under Exclusive License to UnitedMasters,11,-1,1,5615858,188497
12,spotify:track:4sqpSDnTrbS8v7RMNCUyqS,"Matheus & Kauan, Mari Fernandez",Não Vitalício (Nunca Mais) - Ao Vivo,Universal Music Ltda.,7,10,16,5570471,169835
13,spotify:track:0JIYoXtJfORxI6gRpHv6ZW,Henrique & Juliano,Traumatizei (Ao Vivo Em Brasília),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,12,16,5534378,172005
14,spotify:track:0SCMVUZ21uYYB8cc0ScfbV,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,Som Livre,1,11,29,5376314,154701
