rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:5Nj2UVsxXAvhfYNpcre3al,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",FAMOSINHA,BR MUSIC DIREITOS MUSICAIS LTDA.,1,1,6,7129733,133384
2,spotify:track:7EknynLJTt9YMm1HL37s5D,"Grupo Menos É Mais, Simone Mendes",P do Pecado - Ao Vivo,Som Livre,1,3,8,6552490,192367
3,spotify:track:6Emsu0BaMpG0ilZCRT8KHZ,Diego & Victor Hugo,Tubarões - Ao Vivo,Sony Music Entertainment,1,2,19,5981495,162580
4,spotify:track:2ejSYn4SfoE07mXPlnYVED,"Rafa e Junior, Hugo & Guilherme, DJ Ari SL",Ama Um Maloqueiro,WM Brazil,4,4,5,5327214,162580
5,spotify:track:1jxQFCC0ukN7AaUwXWK0N8,"DJ Biel Divulga, DJ Dozabri, Mc Lekão",Tipo Nino Vs Kabrinha,Mandela Music,5,5,3,4873448,201230
6,spotify:track:17tg01y3RhlfRKMnd333yL,Danilo e Davi,Apaga Apaga Apaga - Ao Vivo,Som Livre,1,6,33,4869320,178882
7,spotify:track:40WZQRA3T6WZFIgskIAAz7,Simone Mendes,Saudade Proibida - Ao Vivo,Universal Music Ltda.,1,8,12,4358346,160634
8,spotify:track:0IBCX7PC9NcfFLuyoHxTNt,Zé Neto & Cristiano,Escondendo o Ouro - Ao Vivo,Som Livre,8,9,5,4322443,171207
9,spotify:track:5aMgTcyBPH90hWHhbNKTwR,Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,Sony Music Entertainment,4,7,41,4180992,190276
10,spotify:track:4y93vvzu2h8MITw7YyUTcI,Henrique & Juliano,Última Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,10,39,4027959,150449
11,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,1,11,43,3859761,195794
12,spotify:track:3R8dmcSyROSR73XsdeSd7g,Clayton & Romário,Opa Cadê Eu - Ao Vivo,WM Brazil,4,12,20,3575533,154925
13,spotify:track:2QUl20UtEsH85livMYnbQr,"Murilo Huff, Zé Neto & Cristiano",Veneno - Ao Vivo,M Show,5,13,15,3393755,178131
14,spotify:track:3M4HJl7D77l86gL1QXGJHG,"Lauana Prado, Simone Mendes",Saudade Burra - Ao Vivo,Universal Music Ltda.,11,22,24,3347510,157173
15,spotify:track:4EVIYtNeI4O8h0lmE0wycC,"Mc Pedrinho, Teko Bolado, Rizzi Get Busy, Tropa da W&S",Encosta na Parede,WMD,15,27,6,3343487,131822
16,spotify:track:3cUWviu7umxTV5SfK8IkfI,"J. Eskine, DG e Batidão Stronda, Mc Davi, MC G15",Mãe Solteira,FORTAL MUSIC,1,14,17,3319107,144103
17,spotify:track:10MsXPpQLz5ZrOEZxTtkIm,Ana Castela,Olha Onde Eu Tô,Ana Castela,15,15,4,3256062,181693
18,spotify:track:6vGZfODFI1FxMImSUbdJhz,Zé Neto & Cristiano,Resumindo - Ao Vivo,Som Livre,17,17,5,3210244,145177
19,spotify:track:07kLShG3HTeLXTqnFCqNAJ,Henrique & Juliano,Amigo Da Minha Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,21,25,3110917,150992
20,spotify:track:7GNbFvEP3uKNASe3oaLl8U,"Mc IG, MC Ryan SP, Mc Negão Original, MC GP, DJ DAVI DOGDOG, DJ Japa NK, DU'L, MC Meno K, Mc guizinho niazi, Nickz Beatz, SiarBeats",Ta Rico Os Menino Do Gueto 🍀,WM Brazil,5,18,8,3104581,459692
21,spotify:track:1RnPdd7EKKhKN3E4o4DRsh,"Repsaj, MXZI, ATLXS, Mc Jhey",MONTAGEM BAILÃO,repsaj,21,24,9,3026012,103727
22,spotify:track:4NjI4qbTN70oQZ8Alt9cdC,"Kadu Martins, Henry Freitas, Nuzio Medeiros",Ritmo da Sanfoninha (Fomfomrom),Kadu Martins,22,50,4,2980205,127771
23,spotify:track:2j7IPPMZt5nE5R4r2AbKZ8,"Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records",12 Horas / Pra Você Acreditar - Ao Vivo,MJ Records.,18,20,12,2975853,250453
24,spotify:track:6id4TFeHJgvVtCzrJEysl0,Henrique & Juliano,Saudade De Quem Eu Sou (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",16,25,15,2957636,153103
25,spotify:track:25CffgwZg6vlUdCsHJijZo,"Panda, Ícaro e Gilmar, MJ Records",Baqueado - Ao Vivo,MJ Records.,25,34,14,2955718,146750
26,spotify:track:2ZrC9CTs01XkbFPtLbpHzl,"Mc Jacaré, DJ JHOW BEATS",Senta e Cala a Boca,Croco Hits,10,26,12,2910332,147221
27,spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG,"MC Jvila, Mc Negão Original, DJ Dael, DJ Guh Mix",Pirocada Quente,Legenda Records,11,23,19,2892649,195692
28,spotify:track:3vpmGewnBcIfbm252E3Xx8,"Luccas & Rodrigo, Vitor e Luan",Cara da Serenata - Live,L & R PRODUÇÕES,15,19,8,2882993,134516
29,spotify:track:6v46jy0bNem1EIbjtfJyee,"Luan Santana, Léo Foguete",DONA - Ao Vivo,Sony Music Entertainment,5,36,9,2702522,222034
30,spotify:track:2TSYxcrcrtLpdbsLY9NmzL,Simone Mendes,Me Ama Ou Me Larga - Ao Vivo,Universal Music Ltda.,3,28,21,2702254,148719
31,spotify:track:44CTudFZ0kbaIF9n0jk7oU,"Matheus & Kauan, Ana Castela",Ilusão De Ótica - Ao Vivo,Universal Music Ltda (S&D),13,29,22,2700662,179504
32,spotify:track:0Im7To74Oqr1wWHqWmkPH1,Murilo Huff,Mulher Sem Ciúme - Ao Vivo,M Show,9,16,4,2647149,163379
33,spotify:track:708yXS1fLm1gAXFyIQxtX2,Henrique & Juliano,Romântico (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,33,34,2606580,183758
34,spotify:track:280QfKhmWGn3LbyB39aA7u,Léo Foguete,Cópia Proibida,Acertei Produções,5,31,34,2480138,159480
35,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,30,35,11,2439469,186964
36,spotify:track:7opE9OJaqrvkQspmfJdVsS,Guilherme & Benuto,Filho da Mãe - Ao Vivo,Sony Music Entertainment,36,59,12,2398093,137349
37,spotify:track:7tz0PRdO9wOCHL5wr8Rne4,"Gustavo Mioto, Ana Castela",Princesa - Ao Vivo,Universal Music Ltda.,37,37,3,2346115,208917
38,spotify:track:1VpOT1TfTivUmFjSGSRt1U,"MC LUUKY, MC Jvila, DJ Dael",Olha pra Cara de Quem Te...,EDITORA E GRAVADORA A BASE RECORDS,21,32,15,2327723,120916
39,spotify:track:4pOGEJRVOuaa9oyy7qTGf6,"Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo",Fui Mlk,WMD,1,38,31,2322527,174110
40,spotify:track:6XXqPj8USz1oebSmMPCBLC,"DJ Gouveia, DJ Dozabri, Mc Rodrigo do CN",Tipo Nino Abravanel,Mandela Music,31,40,16,2320710,131076
41,spotify:track:2gfn28JSINCJGLrUimmu0l,Jorge & Mateus,Cantada Boba - Ao Vivo,Som Livre,11,44,33,2284668,183249
42,spotify:track:2OMkXPz6pHdKJSkzxG0MwZ,"Kew, Dj LK da Escócia",Descer,Legenda Records,3,39,18,2228433,111653
43,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope Records,5,43,45,2168678,251667
44,spotify:track:5AoOD6SAzOOE6jwxvRIBPq,"Nego Trufa, Dj TC, DJ Japa NK",Baile do Panta,GRINGOS WORLD PRODUTORA,8,41,11,2167192,129229
45,spotify:track:7KTYk6K4TSK56iNecGe2R2,"DJ Biel Divulga, DJ Dozabri, Mc Lekão",Fica De Quatão,TREM,45,45,6,2159666,133615
46,spotify:track:4dGx53NJZJyuuLP5ownH1p,"Wesley Safadão, Natanzinho Lima",Mentira Estampada,Wesley Safadao,11,52,40,2083779,173206
47,spotify:track:2LzXPUzL9sgeRl9a5miHMA,"tarisiix, fire hair, WenHard",OUTRA,NOISQTA,36,49,10,2061112,128000
48,spotify:track:5ZgXkKLoO5WIiyzaGsrQQ2,Ana Castela,Rodeio no Texas 🐂,Ana Castela,48,73,2,2056570,151715
49,spotify:track:7l9Tq5phzkLnhWUyfp702G,"Kaique e Felipe, Luan Pereira",Saveiro,Sony Music Entertainment,1,61,48,1996712,144665
50,spotify:track:5k7JSycp97vL45zSOoUsTE,Henrique & Juliano,Seja Ex (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,51,39,1995512,192034
51,spotify:track:0sy2mtvcM7V5ETtmQIbGVt,"Orochi, Filipe Ret, Portugal No Beat",Van Cleef,Mainstreet Records,51,56,2,1971742,169071
52,spotify:track:4jUZymsR3lkia9wkP0o9cX,"DJ TOPO, Mc Livinho",MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,DJ TOPO,6,48,38,1952783,144923
53,spotify:track:65vJAh07BdwurqR9SRa6f8,"Ferrugem, Sorriso Maroto",Apaguei Pra Todos - Ao Vivo,WM Brazil,17,42,62,1950991,198678
54,spotify:track:17xyLNjsAkAbMRzZl8eOJX,"Kew, Mc Livinho, Dj LK da Escócia",Rebolando,GR6 Music,25,53,6,1940037,106685
