rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7AwVSKaQxpidrtYBerkHKk","Ana Castela, Melody, Dj Chris No Beat","Pipoco","Ana Castela",1,1,9,"6993449"
2,"spotify:track:7KWKWJnbGJ3Soag6Oopion","Luísa Sonza","CACHORRINHAS","Sony Music Entertainment",2,23,2,"6825324"
3,"spotify:track:5vC8UAOHeG95ehRzZChniB","L7NNON, DJ Biel do Furduncinho, Bianca","Ai preto","Papatunes Records",1,2,7,"5954072"
4,"spotify:track:4xxeEWGQNFQ6qehlnev5LS","Marília Mendonça","Te Amo Demais","Som Livre",4,-1,1,"5787626"
5,"spotify:track:5PZAbR6JHYYV9xp5gv0XES","Zé Felipe, MC Mari","Bandido","Som Livre",1,3,6,"5493181"
6,"spotify:track:0i4UV3HjjvsUuV3BajEXoD","MC Tairon, Mc Vitin Da Igrejinha, Dj Win, life song","Baile no Morro","ID1642 - Life Song Records",1,4,6,"5061431"
7,"spotify:track:6gEOM9IEBzvTdbwNrSkBdC","Gusttavo Lima","Fala Mal de Mim - Ao Vivo","Sony Music Entertainment",6,6,3,"4924573"
8,"spotify:track:2qmG7dokbGpDGD0T5wORWt","Matheus Fernandes, Xand Avião","Balanço da Rede","Som Livre",1,5,20,"4396426"
9,"spotify:track:1ELsaYdj2NlxLvkx9g24xZ","Guilherme & Benuto, Hugo & Guilherme","Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo","Sony Music Entertainment",9,18,5,"4140409"
10,"spotify:track:546dFmvwFGBY7MJOkV5ctq","Jorge & Mateus","Todo Seu - Ao Vivo","Som Livre",9,9,12,"4067886"
11,"spotify:track:6Zw25LRLP0j0MsezDFIUM4","Hugo & Guilherme, Marília Mendonça","Mal Feito - Ao Vivo","Som Livre",2,15,28,"4065755"
12,"spotify:track:0sjhY8nPIm6cPOQfyUPmJe","Luan Santana, Henrique & Juliano","ERRO PLANEJADO - Ao Vivo","Sony Music Entertainment",4,10,15,"4033697"
13,"spotify:track:6Ulh9GPYz6JKdv04qc3q2U","João Gomes","Dengo","JG Shows",3,8,12,"3972418"
14,"spotify:track:7bhvRvE56NHBvedx0EeALS","Mari Fernandez, NATTAN","Comunicação Falhou - Ao Vivo","Sony Music Entertainment",14,16,13,"3966348"
15,"spotify:track:1rJFFWDXrlMS0C5JlbqFbI","Nivaldo Marques, NATTAN","Tem Cabaré Essa Noite","SUA Musica/ WK Records",15,38,2,"3926895"
16,"spotify:track:1K8AtBJXcdq5mywMnZuARP","Gusttavo Lima","Termina Comigo Antes - Ao Vivo","Sony Music Entertainment",3,11,17,"3794072"
17,"spotify:track:4QWumyD2uwiePBBha9XBHI","Felipe Amorim","No Ouvidinho","One Play",1,7,18,"3719316"
18,"spotify:track:7qD2vjd3btuOgwpQPEY7ci","Mc Don Juan, MC G15, Mc Davi","EU VOU COM CARINHO ELA QUER COM FORÇA","WM Brazil",4,12,10,"3626986"
19,"spotify:track:3sd2p4kE7xQmFH3lPnFl6h","Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza","sentaDONA (Remix) s2","Davi Kneip",1,13,19,"3626213"
20,"spotify:track:4m1mqQuy34Nzh0480VR364","MC Kevin o Chris","Incendeia","MC Kevin o Chris",20,41,3,"3544497"
21,"spotify:track:3ShKPhFkexrwl7WoyTtNND","Rogerinho, Wesley Safadão","Tchuco Nela","AgitoFunk",5,14,15,"3510625"
22,"spotify:track:42nZBOwXNdO24Ml032bLBS","Matheus & Kauan","Gatilho - Ao Vivo","Universal Music Ltda.",21,21,19,"3165838"
23,"spotify:track:3XF598RmEUF3XW4XKo1lyP","Hugo & Guilherme, Jorge & Mateus","Meu Número - Ao Vivo","Som Livre",17,20,15,"3045490"
24,"spotify:track:4a0sqvCBo7aRIS4GzBQpnp","MC Braz, MC Tairon, Dj Win","Kikando e Me Olhando","Duetti",14,17,16,"2983450"
25,"spotify:track:6bTdZ7xfKp3NqqADJ8HLyj","Matuê, WIU, Teto","Vampiro","Sony Music Entertainment",1,19,17,"2918476"
26,"spotify:track:5PSkF3QpVMlAx8U5Inxj39","Mc Jacaré, Dj Tk","Vento Forte","A Chave",26,69,2,"2864639"
27,"spotify:track:2wSCalnGOnXdAJC0Fn8OUY","George Henrique & Rodrigo, Marília Mendonça","Vai Lá Em Casa Hoje - Ao Vivo","Worldshow Promoções e Eventos",1,34,40,"2825978"
28,"spotify:track:6bwx7pcKJY05D9S6CVa1k6","Israel & Rodolffo, Maiara & Maraisa","Nem Namorado e Nem Ficante - Ao Vivo | Faixa Bônus","Som Livre",27,27,9,"2800717"
29,"spotify:track:53RxHysDJ0cjugMcPymwja","Luan Santana","ABALO EMOCIONAL - Ao Vivo","Sony Music Entertainment",6,24,25,"2713311"
30,"spotify:track:66K83nVy3aTJ5zLxbiMi7I","Marília Mendonça","Te Amo Que Mais Posso Dizer (More Than I Can Say)","Som Livre",30,-1,1,"2695591"
31,"spotify:track:5zNxUkUW9WiV5oyg6gh2wB","PEDRO SAMPAIO, Mc Pedrinho","DANÇARINA","WM Brazil",1,25,25,"2623613"
32,"spotify:track:3ITkrUvAA6gzxer2UIom3P","Jorge & Mateus","Molhando o Volante","Som Livre",8,32,33,"2607231"
33,"spotify:track:5etfNcFAD9M8uibXpYMxfQ","Wesley Safadão","Tu Tava Na Revoada - Ao Vivo","Wesley Safadao",28,28,10,"2594106"
34,"spotify:track:14JKzKrJbPDflw8XyATMey","Henrique & Juliano","A Maior Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",10,29,47,"2546336"
35,"spotify:track:6BF3nZQkAg9qvE0DLVSfyH","Baco Exu do Blues, Luísa Sonza","Hotel Caro","Baco Exu do Blues",4,22,7,"2534033"
36,"spotify:track:4qsOrxBv09HhNSpsgMRXdC","Marília Mendonça, Maiara & Maraisa","Esqueça-Me Se For Capaz","Som Livre",1,45,41,"2499140"
37,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",10,31,17,"2479866"
38,"spotify:track:53V8gDkg4I7vDKnIyEuyoB","Marília Mendonça","Não Era Pra Ser Assim","Som Livre",38,-1,1,"2410775"
39,"spotify:track:6hFwju6M40CKovKBPu5IpY","Jovem Dionisio","ACORDA PEDRINHO","Jovem Dionisio",1,26,11,"2389254"
40,"spotify:track:5lCAtKxkZL6tFDyGX9t87j","Wesley Safadão","Eu Já Tava Bem - Ao Vivo","Wesley Safadao",19,36,34,"2370974"
41,"spotify:track:7HdWqZjUmIHK5B8zwPCRds","Léo Santana, Mc Don Juan, Mari Fernandez","Áudio Que Te Entrega - Faixa Bônus","Universal Music Ltda.",19,33,18,"2333185"
42,"spotify:track:7afaZ37wJJL6880z1NRgJS","Teto","Fim de Semana no Rio","Sony Music Entertainment",3,35,17,"2322153"
43,"spotify:track:0MKd4uZd8Ag8qyReZBTarP","Murilo Huff","Pino da Granada - Ao Vivo em Rio Preto","M Show",43,50,9,"2261616"
44,"spotify:track:3vP4dkFp5iHDuKDdLOJJZb","Marília Mendonça","Sendo Assim / Muito Estranho (Cuida Bem de Mim)","Som Livre",44,-1,1,"2139338"
45,"spotify:track:2ebFBmle5uXcdbrCAOvPcZ","Guilherme & Benuto","Vagabundo Chora - Ao Vivo","Sony Music Entertainment",20,39,24,"2138138"
46,"spotify:track:7gVzhRCrLRUBEGdS7zNTp0","Zé Felipe","Malvada","Som Livre",2,44,26,"2134897"
47,"spotify:track:75FEaRjZTKLhTrFGsfMUXR","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",16,30,9,"2121477"
48,"spotify:track:4IX43MpJlpxzRMLb9QayrJ","Luan Santana","PERIGO NOTURNO - Ao Vivo","Sony Music Entertainment",44,46,4,"2092671"
49,"spotify:track:0NBgyml7T0IvUNbXIkcSpH","Xamã, Gustah, Neo Beats, Bagua Records","Malvadão 3","Bagua Records",1,40,34,"2084739"
50,"spotify:track:4NJKCE1TBC653P3dCnto0u","Mc Gabzin, DJ Marcus Vinicius","Simplesmente Ela","Sony Music Entertainment",22,47,19,"1980508"
51,"spotify:track:1RgJ4lexKGNBlKnyxB5SRt","Teto, Mateca","Balazul","Sony Music Entertainment",31,43,8,"1971282"
52,"spotify:track:6nkoWsFZeFt5dUdNmlIceh","Gusttavo Lima","Bloqueado - Ao Vivo","Sony Music Entertainment",4,49,35,"1950370"
53,"spotify:track:2LEV3lTRxKqLBfmt5BWkLj","Gusttavo Lima","Não Pega Ninguém Ainda (Ao Vivo)","Sony Music Entertainment",19,37,8,"1918773"
54,"spotify:track:1ih3nbYJ0lugsku6065BC5","O Tubarão, Treyce","Me Chama de Amor - Arrochadeira Remix","Tops da Arrochadeira",33,48,13,"1918525"
55,"spotify:track:72g37RoelSnovZakG5MwnF","Mari Fernandez, Marcynho Sensação","Parada Louca","Sony Music Entertainment",8,52,37,"1859856"
56,"spotify:track:3ZtHHGpAPSWC7Gnios4lmK","sxmmerx","Metflix","sxmmerx",56,-1,1,"1852500"
57,"spotify:track:11fqunD6qlOCrRd88kMOk6","Henrique & Juliano","Evento Cancelado (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",22,51,10,"1834579"
58,"spotify:track:3jPp5Aukksz9Ir0gZy6lZM","Paulo e Nathan, Hugo & Guilherme","Acabei de Terminar - Ao Vivo","Sony Music Entertainment",52,60,16,"1825833"
59,"spotify:track:3IMLoeLerS7TMpKjxUgAhx","Henrique & Juliano","Arranhão (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,55,51,"1777615"
60,"spotify:track:3lQnTQFBxk1HMsj8aa4syY","Kadu Martins","Virando o Olhinho","Kadu Martins",57,57,3,"1770700"
61,"spotify:track:1OZ4uv7OAP24Ix6j3vojLt","Mc Paiva ZS, MC Ryan SP, Kotim","Casei Com a Putaria","Love Funk",61,85,3,"1763466"
62,"spotify:track:6Lk3kU7JcQ5dZ7jbmhJzQN","Zé Neto & Cristiano","Melhor Ser uma Saudade","Som Livre",13,56,26,"1753476"
63,"spotify:track:0tM4J8aID6qYZOE3e14sCj","Henrique & Juliano","Acordo (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",21,58,40,"1715278"
64,"spotify:track:3QxKHcpNt6CWNUYCLLBHeZ","MC CH da Z.O, MC Myres, Danado do Recife, eoo kendy, Deyvinho PL","Escolhe o Bandido","Tão Falando Por ai",64,78,3,"1692320"
65,"spotify:track:0dcHD9QhnWRA41zoLnC83X","MC Cabelinho, Dallass","X1","MC Cabelinho",63,67,12,"1641197"
66,"spotify:track:347KmRWwYXcZSUgelz7Cit","Filipe Ret, L7NNON, Nagalli","Konteiner","Som Livre",36,54,6,"1632151"
67,"spotify:track:3YvE7uo4ffseBoJPh8IhHp","Marília Mendonça, Maiara & Maraisa","Presepada","Som Livre",3,71,38,"1626595"
68,"spotify:track:4EVzu5mYyigjyLrryKbZs7","Gloria Groove","VERMELHO","SB Music",9,65,24,"1604961"
69,"spotify:track:5DhiTYpD599fu3q7fCepgL","BIN, Major RD, Mainstreet, Ajaxx","Dior","Mainstreet Records",54,59,6,"1600597"
70,"spotify:track:4aoZBldNDVYmTwmeoI49ud","Mc Gabzin, DJ TAK VADIÃO, dj sv","O Poder Dessa Garota","Sony Music Entertainment",63,63,13,"1598298"
71,"spotify:track:0yDMhYTryvQoR634wDgQ1j","MC Hariel, DJ BOY","O Fim é Triste (feat. DJ BOY)","WM Brazil",62,66,5,"1577492"
72,"spotify:track:0qYW2jULeN9giEty0ee9Fy","Rogerinho","Botadinha Saliente","MC Rogerinho Oficial",5,64,25,"1551569"
73,"spotify:track:75fCsUnTiDelE4HMd06t4O","Mc Pepeu, DJ Swat, Doug Hits","Gostosinho Tu Cai","Doug Filmes",19,42,14,"1539314"
74,"spotify:track:5TPXcKSOlPaz2pkYbWiWHU","Clayton & Romário","Ai Eu Chorei - Ao Vivo","Virgin Music Label And Artist Services (S&D)",74,102,4,"1500690"
75,"spotify:track:71fwkaKdNrxiZZbkzSqmFJ","Anitta, Papatinho, MC Kevin o Chris, Mr. Catra, YG","Que Rabão (feat. Mr. Catra e YG)","Warner Records",18,62,15,"1485224"
76,"spotify:track:28m65cMH7QXHzFnZSTtNHY","Marília Mendonça, Maiara & Maraisa","Não Sei o Que Lá","Som Livre",21,73,43,"1474841"
77,"spotify:track:1XcmAgREOuJQb91sr68AAD","Dyamante DJ, Mc Gw","Sentadinha Diferente","NWS",77,114,3,"1459092"
78,"spotify:track:7qq40cRIYNKZCDt1STfBqt","Niack","Bruna, Tu Já Parou Pra Pensar","WM Brazil",78,79,4,"1415088"
79,"spotify:track:48LEhRW4gLMCVSYFEZvt8b","João Bosco e Gabriel, Diego & Victor Hugo","Assume a Gente - Ao Vivo","Som Livre",40,53,18,"1382222"
