rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:38Ps9Kui6qJjpVqdBOfN5M","Grupo Menos É Mais, Simone Mendes","P do Pecado - Ao Vivo","Som Livre",1,1,23,"10509841"
2,"spotify:track:1JUmsSEfVwhdJCVBG83XGU","PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito","SEQUÊNCIA FEITICEIRA","WM Brazil",2,2,6,"7783021"
3,"spotify:track:6tUdNbB9aYbX0sUDXOzX1u","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,3,34,"7141513"
4,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,-1,1,"6934993"
5,"spotify:track:4SjcIkVc4cvFgURD1EHxDM","Vitinho Imperador","Eu Me Apaixonei","Vitinho Imperador",5,5,7,"6701479"
6,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,8,4,"6568791"
7,"spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ","Grupo Menos É Mais, NATTAN","Pela Última Vez - Ao Vivo","Som Livre",3,4,7,"6206495"
8,"spotify:track:4j9UHHiN68z5WL0AdYZC6a","Zé Felipe, Ana Castela","Sua Boca Mente (You're Still The One)","Som Livre",8,-1,1,"6196723"
9,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","WM Brazil",4,6,20,"5754518"
10,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,7,21,"5723299"
11,"spotify:track:4ukpXdplqDEMk3Fy2i30oI","MC GP, Mc Lele JP, DJ DAVI DOGDOG, Dj Andrabeat","ME POSTOU NO DAILY - FESTA DO BIG G","WM Brazil",11,65,2,"5612975"
12,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,9,58,"5361309"
13,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,13,37,"5310239"
14,"spotify:track:2GylVVMD21R4SqgAt8gGC5","Felipe Amorim, Vitão, BIN, Malibu","Eu Vou na Sua Casa","One Play",2,10,16,"5158152"
15,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,12,54,"5038455"
16,"spotify:track:25CffgwZg6vlUdCsHJijZo","Panda, Ícaro e Gilmar, MJ Records","Baqueado - Ao Vivo","MJ Records.",9,14,29,"5030145"
17,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,11,48,"4909279"
18,"spotify:track:2Hw0LzrD6ic8AckKBxJhiO","Murilo Huff","Deixa Eu - Ao Vivo","M Show",15,15,8,"4492209"
19,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,17,20,"4387252"
20,"spotify:track:7tesyGMnAFNI0l2xaxcFKi","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,16,30,"4228686"
