rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2K9kZpwD2CzTa6iiSYYOoO","Marília Mendonça","Leão","Som Livre",1,2,12,"9984026"
2,"spotify:track:1jHgfC8T5KxUyC5Ldw6lk9","Léo Santana","Zona De Perigo","Universal Music Ltda.",1,1,5,"9259176"
3,"spotify:track:4uqJelb9THHmJ3OCohg4ZJ","AgroPlay, Ana Castela","Nosso Quadro","AgroPlay",3,5,4,"9049603"
5,"spotify:track:4o6v3Oooyt7HF20idztRD4","Israel & Rodolffo, Ana Castela","Bombonzinho - Ao Vivo","Som Livre",1,4,17,"7222291"
6,"spotify:track:7nFvKgVumc9FcU97zGjjei","WIU","Coração de Gelo","Sony Music Entertainment",4,8,13,"6164043"
7,"spotify:track:0JIYoXtJfORxI6gRpHv6ZW","Henrique & Juliano","Traumatizei (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",7,11,4,"6101182"
8,"spotify:track:4bT4Gbs7FA4cLyZeKtlGVO","Zé Felipe","Facilita Aí","Som Livre",3,3,4,"6055167"
9,"spotify:track:22sAwsBH0NoNJXnrBenQuO","MC Xenon, Os Gemeos da Putaria","Sem Aliança no Dedo","DC MUSIC",9,10,4,"5940618"
10,"spotify:track:4ASA1PZyWGbuc4d9N8OAcF","Gustavo Mioto, Mari Fernandez","Eu Gosto Assim - Ao Vivo","Universal Music Ltda.",1,7,24,"5623364"
11,"spotify:track:4sqpSDnTrbS8v7RMNCUyqS","Matheus & Kauan, Mari Fernandez","Não Vitalício (Nunca Mais) - Ao Vivo","Universal Music Ltda.",11,24,4,"5244769"
12,"spotify:track:0redQHBfejmPUhonR5ppGC","Guilherme & Benuto, Ana Castela, Adriano Rhod","Duas Três","Sony Music Entertainment",12,32,3,"5194989"
13,"spotify:track:6eNRGL6Nkdg7RhJtmbcl0j","Mc Tato, DJ Ak beats","Luz do Luar","RF PRODUTORA",7,13,10,"5069329"
14,"spotify:track:2BlFIe0712LBUtTHxbqjme","NATTAN, Felipe Amorim","Love Gostosinho - Ao Vivo","Vybbe",14,14,7,"4901963"
15,"spotify:track:1nf1HJdTWXwf9XHQebGlOd","Gustavo Mioto, Mc Don Juan","Quando Apaga A Luz - Ao Vivo","Universal Music Ltda.",13,18,6,"4852616"
16,"spotify:track:51FFbyL0PjkYtjXJQP0JoP","Gusttavo Lima","Saudade da Minha Vida - Ao Vivo","Sony Music Entertainment",12,12,5,"4829361"
17,"spotify:track:7nwHsYxiuHo98dLI7UVkyn","Maiara & Maraisa","A Culpa É Nossa - Ao Vivo","Som Livre",8,16,11,"4770413"
