rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6RjSXi9cPGroetXeNsWFGL","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","MTG QUEM NÃO QUER SOU EU","DJ TOPO",1,1,5,"10567602"
2,"spotify:track:106SKHXoytRADjpxHBkJpV","dj sv, Doug Hits, Manim Vaqueiro","Mtg Forró e Desmantelo","Doug Filmes",2,7,8,"8773781"
3,"spotify:track:7IFsTX5H1sWcEl8joV0IdD","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","THE BOX MEDLEY FUNK 2","Sony Music Entertainment",2,3,7,"8644286"
4,"spotify:track:13KLZ8VI9P7H7bxs0vtsXC","Dj Luan Gomes, Tropa da W&S","MTG QUERO VER SE VOCÊ TEM ATITUDE","PDF Records / W&S Music",4,16,4,"7878740"
5,"spotify:track:6hNREzgHbVM5AkGwP4SPmU","Luan Pereira, Murilo Huff","FALTA DE QUÊ?","Som Livre",4,4,4,"7327925"
6,"spotify:track:027ielmg4mNR1p1Ds3Mvgh","DJ Ws da Igrejinha, DJ JOÃO PEREIRA, Mc Dudu Sk, MC TH DA SERRA, DALÃMA","Não Vou Namorar","Dalama Records",4,5,12,"7118915"
7,"spotify:track:3kBYuWrGtx1tSHjzr0vlZh","Mc IG, Murillo e LT no Beat, DJ Glenner","Sorriso no Rosto","WM Brazil",7,15,2,"7005842"
8,"spotify:track:7ldcYtMOjtX1eFVEYzj2kJ","Luísa Sonza, KayBlack","Sagrado Profano","Sony Music Entertainment",8,22,3,"6858215"
9,"spotify:track:6W196uVRkmQFHbc1XV8DNk","CountryBeat, Félix, Léo Souzza","Sonho Dela (Cowboy)","CountryBeat",9,11,5,"6835731"
10,"spotify:track:5GV7OpSEb8MPTryL0Q5i6c","DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles","Mtg Quero Te Encontrar","Tropa do Serrão",1,10,14,"6817252"
11,"spotify:track:3w392XWJ5bXzjcCR2Dmvqn","Zé Neto & Cristiano, Ana Castela","Foi Intenso - Ao Vivo","Som Livre",5,8,6,"6539179"
12,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua (Ao Vivo)","MK Records",1,9,10,"6350566"
13,"spotify:track:6cFW2FPaUL4YRJfS9zFJaV","Simone Mendes","Dois Tristes - Ao Vivo","UME - Global Clearing House",4,6,15,"6215611"
14,"spotify:track:0WiJIa3V9GdcJfcy1FhLjp","Zé Neto & Cristiano","Deu Moral - Ao Vivo","Som Livre",5,13,9,"5273902"
15,"spotify:track:6X6jKoyw1OjogRghMEQAZV","Jorge & Mateus, Lauana Prado","Haverá Sinais - Ao Vivo","Som Livre",2,12,16,"4809452"
16,"spotify:track:0cvVetonbe66pOOPMtuSOC","L7NNON, MC Cabelinho, Palma, HHR","Vamo Marolar","HHR Records",12,14,9,"4563481"
17,"spotify:track:0HDMisLsuGNml98Xq7atpm","Luan Santana, Luan Pereira","EU SOU SENTIMENTO","Sony Music Entertainment",17,-1,1,"4433613"
18,"spotify:track:24R0oyjvhV4HIFFvoK3XkP","Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA","TUMBÁTUM","Tropa Do Bruxo",11,21,18,"3993651"
