rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:7EknynLJTt9YMm1HL37s5D,"Grupo Menos É Mais, Simone Mendes",P do Pecado - Ao Vivo,Som Livre,1,1,16,9349200,192367
2,spotify:track:5Nj2UVsxXAvhfYNpcre3al,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",FAMOSINHA,BR MUSIC DIREITOS MUSICAIS LTDA.,1,3,14,7407396,133384
3,spotify:track:2GylVVMD21R4SqgAt8gGC5,"Felipe Amorim, Vitão, BIN, Malibu",Eu Vou na Sua Casa,One Play,2,2,9,6808847,179039
4,spotify:track:0mg7xsgu0pzcWFwk6Ckwdx,Diego & Victor Hugo,Tubarões - Ao Vivo,Sony Music Entertainment,1,4,27,6290435,162580
5,spotify:track:2ejSYn4SfoE07mXPlnYVED,"Rafa e Junior, Hugo & Guilherme, DJ Ari SL",Ama Um Maloqueiro,WM Brazil,4,5,13,5797553,162580
6,spotify:track:2zxgWjSwtiMOz5xx3m2rr4,Felipe e Rodrigo,Caos De Alguém (Ao Vivo),MK Records,6,6,5,5243417,154097
7,spotify:track:17tg01y3RhlfRKMnd333yL,Danilo e Davi,Apaga Apaga Apaga - Ao Vivo,Som Livre,1,7,41,5078484,178882
8,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,1,8,51,4900350,195794
9,spotify:track:25CffgwZg6vlUdCsHJijZo,"Panda, Ícaro e Gilmar, MJ Records",Baqueado - Ao Vivo,MJ Records.,9,9,22,4492330,146750
10,spotify:track:4y93vvzu2h8MITw7YyUTcI,Henrique & Juliano,Última Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,11,47,4061910,150449
11,spotify:track:0IBCX7PC9NcfFLuyoHxTNt,Zé Neto & Cristiano,Escondendo o Ouro - Ao Vivo,Som Livre,8,10,13,4056512,171207
12,spotify:track:4W9nFl732s6NdToGaCfiSl,"Guilherme & Benuto, Grupo Menos É Mais, Matheus Fernandes",Grau de Maluca - Ao Vivo,Sony Music Entertainment,12,18,7,3875163,172440
13,spotify:track:7tesyGMnAFNI0l2xaxcFKi,Henrique & Juliano,Saudade De Quem Eu Sou (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",12,12,23,3825255,153103
14,spotify:track:4EVIYtNeI4O8h0lmE0wycC,"Mc Pedrinho, Teko Bolado, Rizzi Get Busy, Tropa da W&S",Encosta na Parede,WMD,10,13,14,3713550,131822
15,spotify:track:1N19UVD4GRBFT6UrDaX6rk,"Turma do Pagode, Grupo Menos É Mais",Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),Sony Music Entertainment,15,23,56,3423778,216818
16,spotify:track:40WZQRA3T6WZFIgskIAAz7,Simone Mendes,Saudade Proibida - Ao Vivo,Universal Music Ltda.,1,20,20,3406710,160634
17,spotify:track:44CTudFZ0kbaIF9n0jk7oU,"Matheus & Kauan, Ana Castela",Ilusão De Ótica - Ao Vivo,Universal Music Ltda (S&D),13,17,30,3375085,179504
18,spotify:track:5dcOxj5o672WzZCc7OOUkX,"Felipe Amorim, Carol Biazin",Amor Traumatizado,One Play,18,22,4,3342769,167076
19,spotify:track:3R8dmcSyROSR73XsdeSd7g,Clayton & Romário,Opa Cadê Eu - Ao Vivo,WM Brazil,4,14,28,3331534,154925
20,spotify:track:7yRlmQTjZ5pdtlq7ska9mj,"Veigh, Supernova Ent",Artista Genérico,Supernova Entertainment,1,15,8,3298622,150861
21,spotify:track:2QUl20UtEsH85livMYnbQr,"Murilo Huff, Zé Neto & Cristiano",Veneno - Ao Vivo,M Show,5,19,23,3286284,178131
22,spotify:track:3M4HJl7D77l86gL1QXGJHG,"Lauana Prado, Simone Mendes",Saudade Burra - Ao Vivo,Universal Music Ltda.,11,16,32,3071696,157173
23,spotify:track:2j7IPPMZt5nE5R4r2AbKZ8,"Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records",12 Horas / Pra Você Acreditar - Ao Vivo,MJ Records.,18,25,20,2980186,250453
24,spotify:track:07kLShG3HTeLXTqnFCqNAJ,Henrique & Juliano,Amigo Da Minha Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,21,33,2955843,150992
25,spotify:track:4QZqSqxdcgAbtZle4MS4ph,Gusttavo Lima,Retrovisor,Sony Music Entertainment,25,-1,1,2873450,185984
26,spotify:track:1Vsh9frTSsEwqwcbvZpItT,"Diego & Arnaldo, Zé Neto & Cristiano",Vai Cair Água - Ao Vivo,Som Livre,26,29,3,2849954,150936
27,spotify:track:0pGsxpkJC9IwK93fmqEYXn,Grupo Menos É Mais,Aquele Lugar - Ao Vivo,Som Livre,27,37,27,2844826,167528
28,spotify:track:5k7JSycp97vL45zSOoUsTE,Henrique & Juliano,Seja Ex (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,24,47,2774911,192034
29,spotify:track:2TSYxcrcrtLpdbsLY9NmzL,Simone Mendes,Me Ama Ou Me Larga - Ao Vivo,Universal Music Ltda.,3,32,29,2692647,148719
30,spotify:track:708yXS1fLm1gAXFyIQxtX2,Henrique & Juliano,Romântico (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,30,42,2689349,183758
31,spotify:track:7GNbFvEP3uKNASe3oaLl8U,"Mc IG, MC Ryan SP, Mc Negão Original, MC GP, DJ DAVI DOGDOG, DJ Japa NK, DU'L, MC Meno K, Mc guizinho niazi, Nickz Beatz, SiarBeats",Ta Rico Os Menino Do Gueto 🍀,WM Brazil,5,34,16,2661596,459692
32,spotify:track:3ZbetlcfZ0tgVWdvnRzuLB,"Talita Mel, Xand Avião",Melzinho,Sua Música Digital,23,26,9,2642290,144160
33,spotify:track:1jxQFCC0ukN7AaUwXWK0N8,"DJ Biel Divulga, DJ Dozabri, Mc Lekão",Tipo Nino Vs Kabrinha,Mandela Music,5,28,11,2636985,201230
34,spotify:track:3p58wJmZqIc9RjsdeZ5Jfq,"Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix",Vou pela Madrugada,Cria Hit BR,34,43,6,2579921,281774
35,spotify:track:0EfOfW72dE43humkvijiYq,"Kaique e Felipe, Luan Pereira",Vacilona - Ao Vivo,Sony Music Entertainment,20,27,8,2571383,136367
36,spotify:track:6vGZfODFI1FxMImSUbdJhz,Zé Neto & Cristiano,Resumindo - Ao Vivo,Som Livre,17,36,13,2553239,145177
37,spotify:track:3vpmGewnBcIfbm252E3Xx8,"Luccas & Rodrigo, Vitor e Luan",Cara da Serenata - Live,L & R PRODUÇÕES,15,35,16,2524514,134516
38,spotify:track:0Im7To74Oqr1wWHqWmkPH1,Murilo Huff,Mulher Sem Ciúme - Ao Vivo,M Show,9,39,12,2487567,163379
39,spotify:track:5QbtKOsjbEGkx0GMiQGBZt,"fhop music, Hamilton Rabelo",Tu és + Águas Purificadoras - Ao Vivo,FHOP Music,39,49,73,2465651,476736
40,spotify:track:79Wou8NwYEFzTyDQudjENF,Diego & Victor Hugo,Desbloqueado - Ao Vivo,Sony Music Entertainment,17,48,57,2450158,188671
41,spotify:track:2gfn28JSINCJGLrUimmu0l,Jorge & Mateus,Cantada Boba - Ao Vivo,Som Livre,11,44,41,2426237,183249
42,spotify:track:280QfKhmWGn3LbyB39aA7u,Léo Foguete,Cópia Proibida,Acertei Produções,5,42,42,2424838,159480
43,spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ,Alex Warren,Ordinary,Atlantic Records,30,46,19,2367401,186964
