rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:4uqJelb9THHmJ3OCohg4ZJ,"AgroPlay, Ana Castela",Nosso Quadro,AgroPlay,1,1,6,10602840,173698
2,spotify:track:2K9kZpwD2CzTa6iiSYYOoO,Marília Mendonça,Leão,Som Livre,1,2,14,9513150,166774
3,spotify:track:22sAwsBH0NoNJXnrBenQuO,"MC Xenon, Os Gemeos da Putaria",Sem Aliança no Dedo,DC MUSIC,3,6,6,7312325,120461
4,spotify:track:0SCMVUZ21uYYB8cc0ScfbV,"Israel & Rodolffo, Ana Castela",Bombonzinho - Ao Vivo,Som Livre,1,3,19,7104797,154701
6,spotify:track:0JIYoXtJfORxI6gRpHv6ZW,Henrique & Juliano,Traumatizei (Ao Vivo Em Brasília),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,7,6,6459327,172005
7,spotify:track:3mzbab4H0iZYkHggSEj0UX,Zé Neto & Cristiano,Oi Balde - Ao Vivo,Som Livre,7,11,4,6369250,159158
8,spotify:track:1jHgfC8T5KxUyC5Ldw6lk9,Léo Santana,Zona De Perigo,Universal Music Ltda.,1,5,7,5977446,142151
9,spotify:track:7nFvKgVumc9FcU97zGjjei,WIU,Coração de Gelo,Sony Music Entertainment,4,8,15,5876234,168000
10,spotify:track:4ASA1PZyWGbuc4d9N8OAcF,"Gustavo Mioto, Mari Fernandez",Eu Gosto Assim - Ao Vivo,Universal Music Ltda.,1,9,26,5523872,148800
11,spotify:track:4sqpSDnTrbS8v7RMNCUyqS,"Matheus & Kauan, Mari Fernandez",Não Vitalício (Nunca Mais) - Ao Vivo,Universal Music Ltda.,11,15,6,5318488,169835
12,spotify:track:2BlFIe0712LBUtTHxbqjme,"NATTAN, Felipe Amorim",Love Gostosinho - Ao Vivo,Vybbe,12,12,9,5241617,163833
13,spotify:track:0redQHBfejmPUhonR5ppGC,"Guilherme & Benuto, Ana Castela, Adriano Rhod",Duas Três,Sony Music Entertainment,10,10,5,5205472,156942
14,spotify:track:51FFbyL0PjkYtjXJQP0JoP,Gusttavo Lima,Saudade da Minha Vida - Ao Vivo,Sony Music Entertainment,12,14,7,4868325,194850
15,spotify:track:6eNRGL6Nkdg7RhJtmbcl0j,"Mc Tato, DJ Ak beats",Luz do Luar,RF PRODUTORA,7,13,12,4775361,184615
16,spotify:track:1nf1HJdTWXwf9XHQebGlOd,"Gustavo Mioto, Mc Don Juan",Quando Apaga A Luz - Ao Vivo,Universal Music Ltda.,13,16,8,4736605,144298
17,spotify:track:51pxwIxDVCbFHW8oyJFQXD,Simone Mendes,Erro Gostoso - Ao Vivo,Universal Music Ltda.,17,19,7,4677273,178811
18,spotify:track:7nwHsYxiuHo98dLI7UVkyn,Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,Som Livre,8,17,13,4443714,165000
19,spotify:track:3PH1nUysW7ybo3Yu8sqlPN,"Israel & Rodolffo, Mari Fernandez",Seu Brilho Sumiu - Ao Vivo,Som Livre,19,52,2,4395386,168840
20,spotify:track:3O2wrDL7nnSDZOrdZqxyoY,"Mc IG, MC Pipokinha, DJ Glenner",Noite Fria,GR6 Music,20,59,2,4010067,160975
21,spotify:track:2M4kQD87lKnAS9vFlb4Bez,"Matheus & Kauan, Jorge & Mateus",Pactos - Ao Vivo,Universal Music Ltda.,6,22,22,4010003,183694
22,spotify:track:1ELsaYdj2NlxLvkx9g24xZ,"Guilherme & Benuto, Hugo & Guilherme",Haja Colírio (feat. Hugo & Guilherme) - Ao Vivo,Sony Music Entertainment,2,23,38,3926292,173366
23,spotify:track:7sopDXkuzXtHt8AQpdBxmT,Ana Castela,DONA DE MIM,AgroPlay,13,26,12,3862614,145091
24,spotify:track:7Ht57bh2FwiQLwRH9zqESG,Rogerinho,085 - Ao Vivo,ONErpm,24,54,5,3861815,163584
25,spotify:track:4mD9hjoTckjeL1CrJCx0MT,"DJ Jeeh FDC, MC Menor MT, Yuri Redicopa, Mc Pelé",Puta Mexicana,PMI Records Oficial,4,21,11,3843169,162461
26,spotify:track:2kBbHpJTc7MWs8F3XhClBD,Matheus Fernandes,Altas Loucurinhas (Uni Duni Tê) - Ao Vivo,Som Livre,20,25,10,3826006,202411
27,spotify:track:18yZLabAj1liqEUcgxDgeJ,"Israel & Rodolffo, Jorge & Mateus",Perdoou Nada - Ao Vivo,Som Livre,16,28,15,3817831,163120
28,spotify:track:2orGm2E68ODFYOURjaES62,"WIU, MC Ryan SP",Felina,Sony Music Entertainment,5,33,25,3803801,225882
29,spotify:track:0bBwi6ddYeTv5fXgHAdfiH,"MC MENOR HR, MC MENOR SG, DJ ESCOBAR",Evoque Prata,GUETTO RECORDS,1,29,20,3748279,107076
30,spotify:track:4bT4Gbs7FA4cLyZeKtlGVO,Zé Felipe,Facilita Aí,Som Livre,3,18,6,3641501,143830
31,spotify:track:3yHXEidSu4gYVRqKoI653O,"Guilherme & Benuto, Xand Avião",Assunto Delicado - Ao Vivo,Sony Music Entertainment,3,35,30,3482385,180504
32,spotify:track:5WGTBzRLbjj0Sm3Br8X1rI,"Mc Paiva ZS, Gabb MC, Dj Aladin GDB, Love Funk",Bandido Não Dança,Love Funk,32,34,9,3471808,126461
33,spotify:track:2hkwwmmLC90T8BQ7t3xufq,"Zé Felipe, Ana Castela, Luan Pereira",Roça Em Mim,Som Livre,5,27,17,3468300,158171
34,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,5,44,9,3401531,200600
35,spotify:track:0KXdSF0Poa57KOepZ3hKrh,"Naiara Azevedo, Ana Castela",Palhaça - Ao Vivo,NA Records,18,20,9,3381593,170191
36,spotify:track:6cZqw8wIrMsFxCNMzLRbNU,Hugo & Guilherme,Metade De Mim - Ao Vivo,Som Livre,36,57,2,3355832,160836
37,spotify:track:5geU4byUA1hnQofQPOsPDS,"Orochi, MC Ryan SP, Oruam, Xamã, Neo Beats, Kizzy, Mainstreet",Sereia,Mainstreet Records,8,40,20,3342283,294418
38,spotify:track:1ACALdBWViTpLBC14Ecv8E,"MC Ryan SP, Mc Daniel, Kotim",Namora Aí,WM Brazil,18,31,14,3342050,148615
39,spotify:track:3gCWngngUs1uojw33vrE8K,Jorge & Mateus,5 Regras - Ao Vivo,Som Livre,7,37,33,3292735,161469
40,spotify:track:3C99BfGe301JNp7BqTX5Uu,Felipe e Rodrigo,Média Boa (Ao Vivo),MK Records,8,42,22,3256829,148900
41,spotify:track:0AIA4KsMsyqur8FbTVhGNT,Luan Santana,SOLTEIROU - Ao Vivo,Sony Music Entertainment,26,39,8,3256539,148548
42,spotify:track:4PQ5AInr4YoBauth9YPduL,"Anitta, Mc Danny, HITMAKER",Ai Papai,WM Brazil,9,24,15,3227899,148048
43,spotify:track:2Vl7x4BkNhhJkEmQQMcV0V,Mc Jacaré,Toma Tapa,A Chave,27,41,14,3177065,122994
44,spotify:track:2YAOJkRWy382bRMXaj48FP,"Guilherme & Benuto, Matheus & Kauan",Esse B.O é Meu - Ao Vivo,Sony Music Entertainment,15,38,19,3052151,160710
45,spotify:track:2tFmuYL5D8zqBHvs0nG5Tn,"KayBlack, Marquinho no Beat",Bonjour,GR6 Music,32,32,5,3033131,131927
46,spotify:track:6B5Nqt8DAciT2oqevzGbUc,"Jão, Anitta",Pilantra,Universal Music Ltda.,46,-1,1,2949786,192708
47,spotify:track:0oB3IBEhbmgTrL7mV0VnFq,Kadu Martins,Novinha do Onlyfans - Tchan Ran Tchan Tchan,Kadu Martins,10,30,20,2918106,137660
48,spotify:track:4qDT0BeJ7BjatrN9k8AvB4,"Teto, WIU, Matuê",Flow Espacial,Sony Music Entertainment,6,36,7,2858036,165925
49,spotify:track:5ffDENIdtByAZxHpuuj9li,"Veigh, Nick Nash, Wylo, Nagalli, Supernova Ent, Kaash Paige",Vida Chique,Supernova Entertainment,49,56,11,2752817,210545
50,spotify:track:7aZnuwpivaj4N7XFhhqBiO,"Mari Fernandez, MC Ryan SP, Mc Daniel",Love Absurdo,Sony Music Entertainment,46,50,5,2731848,184153
51,spotify:track:52EYWdjiulHaehpexuowyh,"MC Cabelinho, Cyclope Beatz, Red, meLLo",FOGO E GASOLINA,Bairro 13,30,43,13,2708180,181767
52,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,44,45,3,2586207,232857
53,spotify:track:4kAMyuJBbmJrbr6TLOWbEk,"Diego & Victor Hugo, Jorge & Mateus",Beijo de Glicose - Ao Vivo,Sony Music Entertainment,6,47,28,2565902,171007
54,spotify:track:2m6ZDDrTvDQtKbwNFyI3r5,"Luísa Sonza, Xamã",MAMA.CITA (hasta la vista),Sony Music Entertainment,13,49,12,2362853,152358
55,spotify:track:1OZ4uv7OAP24Ix6j3vojLt,"Mc Paiva ZS, MC Ryan SP, Kotim",Casei Com a Putaria,Love Funk,1,53,36,2362158,157500
56,spotify:track:6Hio4nlyWL2WBL8nYlbuGt,"MC K.K, Dj TG Beats, Dj Aurélio, MC Lipivox, Authentic Records",Agudo Mágico 3,Authentic Records OFC,5,48,14,2336218,174008
57,spotify:track:0ZAL7RbP2FsM3rObV60o7T,"Clayton & Romário, Luan Santana",Namorando Ou Não - Ao Vivo,Virgin Music Label And Artist Services (S&D),57,-1,1,2320101,168358
58,spotify:track:4ChIBnH5lO5thSaNeMV0oE,"Yuri Redicopa, Dj Bnão",BEBÊ TÁ SOLTA,Portuga Records,58,66,3,2244338,197104
59,spotify:track:1EabI1QbflYnmXuMKtlzbI,"Gustavo Mioto, Léo Santana",Onde Tu Vai Sentar - Ao Vivo,Universal Music Ltda.,59,75,2,2190633,182640
60,spotify:track:2X5o4nRiocnoaaQ2wMwaeC,"DJ Cayoo, DJ ESCOBAR, Nilo, MC Myres",Sorrisin De Puto,Tropa 7lc,45,63,9,2143883,106153
61,spotify:track:29adI8c6c75mnnaJ3BFLID,"Sony no Beat, Felupe, Mc Danny",Parecia Tempestade,Sony no beat,41,55,10,2129004,149639
62,spotify:track:3YQvZNmRc2y1hgdvustkce,"MC Cabelinho, Ajaxx, Galdino",MINHA CURA,Bairro 13,57,60,12,2113158,154694
63,spotify:track:0dcHD9QhnWRA41zoLnC83X,"MC Cabelinho, Dallass",X1,MC Cabelinho,30,58,45,2105266,188852
64,spotify:track:6Zw25LRLP0j0MsezDFIUM4,"Hugo & Guilherme, Marília Mendonça",Mal Feito - Ao Vivo,Som Livre,2,61,61,2085320,177934
65,spotify:track:5WsM6qhZzRSD3oKbtorxzD,"MC Kevin o Chris, BUARQUE",Aquecimento Senta Senta Suave,MC Kevin o Chris,65,-1,1,2040543,152888
