rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:38Ps9Kui6qJjpVqdBOfN5M","Grupo Menos É Mais, Simone Mendes","P do Pecado - Ao Vivo","Som Livre",1,1,22,"10267578"
2,"spotify:track:1JUmsSEfVwhdJCVBG83XGU","PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito","SEQUÊNCIA FEITICEIRA","WM Brazil",2,11,5,"7091926"
3,"spotify:track:6tUdNbB9aYbX0sUDXOzX1u","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,2,33,"6710341"
4,"spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ","Grupo Menos É Mais, NATTAN","Pela Última Vez - Ao Vivo","Som Livre",3,3,6,"6349018"
5,"spotify:track:4SjcIkVc4cvFgURD1EHxDM","Vitinho Imperador","Eu Me Apaixonei","Vitinho Imperador",5,6,6,"6338130"
6,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","WM Brazil",4,4,19,"6107925"
7,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,5,20,"6084581"
8,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",7,7,3,"5850603"
9,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,8,57,"5255473"
10,"spotify:track:2GylVVMD21R4SqgAt8gGC5","Felipe Amorim, Vitão, BIN, Malibu","Eu Vou na Sua Casa","One Play",2,9,15,"5078747"
11,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,10,47,"4961522"
12,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,12,53,"4789364"
13,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,15,36,"4648965"
14,"spotify:track:25CffgwZg6vlUdCsHJijZo","Panda, Ícaro e Gilmar, MJ Records","Baqueado - Ao Vivo","MJ Records.",9,13,28,"4642642"
