rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7EknynLJTt9YMm1HL37s5D","Grupo Menos É Mais, Simone Mendes","P do Pecado - Ao Vivo","Som Livre",1,1,4,"7864419"
2,"spotify:track:6Emsu0BaMpG0ilZCRT8KHZ","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,2,15,"7113236"
3,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,3,29,"6277874"
4,"spotify:track:3R8dmcSyROSR73XsdeSd7g","Clayton & Romário","Opa Cadê Eu - Ao Vivo","WM Brazil",4,6,16,"5465949"
5,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,4,37,"5465022"
6,"spotify:track:2tUIRX4wK0COoKEorOdEpZ","Murilo Huff, Zé Neto & Cristiano","Veneno - Ao Vivo","M Show",5,8,11,"4399507"
7,"spotify:track:7GNbFvEP3uKNASe3oaLl8U","Mc IG, MC Ryan SP, Mc Negão Original, MC GP, DJ DAVI DOGDOG, DJ Japa NK, DU'L, MC Meno K, Mc guizinho niazi, Nickz Beatz, SiarBeats","Ta Rico Os Menino Do Gueto 🍀","WM Brazil",5,5,4,"4355743"
8,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,9,35,"4173531"
9,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,11,39,"4170253"
10,"spotify:track:2ZrC9CTs01XkbFPtLbpHzl","Mc Jacaré, DJ JHOW BEATS","Senta e Cala a Boca","Croco Hits",10,13,8,"4086246"
11,"spotify:track:40WZQRA3T6WZFIgskIAAz7","Simone Mendes","Saudade Proibida - Ao Vivo","Universal Music Ltda.",1,7,8,"4037090"
12,"spotify:track:4Hk1gmBr2KVEXr3hHwSgUi","DG e Batidão Stronda, Mc Davi, J. Eskine, MC G15","Mãe Solteira","FORTAL MUSIC",1,10,13,"3905768"
13,"spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG","MC Jvila, Mc Negão Original, DJ Dael, DJ Guh Mix","Pirocada Quente","Legenda Records",12,12,15,"3839460"
14,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",14,57,2,"3454408"
15,"spotify:track:3vpmGewnBcIfbm252E3Xx8","Luccas & Rodrigo, Vitor e Luan","Cara da Serenata - Live","L & R PRODUÇÕES",15,19,4,"3449507"
16,"spotify:track:3M4HJl7D77l86gL1QXGJHG","Lauana Prado, Simone Mendes","Saudade Burra - Ao Vivo","Universal Music Ltda.",11,15,20,"3422393"
17,"spotify:track:6lrQgEPTuOKyvn4bQJuaRU","Luan Pereira, MC Tuto, Grelo","NÃO ERA LOVE","Som Livre",3,14,8,"3304764"
18,"spotify:track:2j7IPPMZt5nE5R4r2AbKZ8","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","MJ Records.",18,29,8,"3273079"
19,"spotify:track:6id4TFeHJgvVtCzrJEysl0","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",16,16,11,"3270460"
20,"spotify:track:2TSYxcrcrtLpdbsLY9NmzL","Simone Mendes","Me Ama Ou Me Larga - Ao Vivo","Universal Music Ltda.",3,17,17,"3264175"
21,"spotify:track:1VpOT1TfTivUmFjSGSRt1U","MC LUUKY, MC Jvila, DJ Dael","Olha pra Cara de Quem Te...","EDITORA E GRAVADORA A BASE RECORDS",21,25,11,"3152312"
22,"spotify:track:07kLShG3HTeLXTqnFCqNAJ","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,18,21,"3101732"
23,"spotify:track:5AoOD6SAzOOE6jwxvRIBPq","Nego Trufa, Dj TC, DJ Japa NK","Baile do Panta","GRINGOS WORLD PRODUTORA",8,20,7,"2970947"
24,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",13,26,18,"2926677"
25,"spotify:track:17xyLNjsAkAbMRzZl8eOJX","Kew, Mc Livinho, Dj LK da Escócia","Rebolando","GR6 Music",25,47,2,"2891020"
26,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",1,23,27,"2864440"
