rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:76KDy62J99FKu6ZsxMJy3j,"MC Kekel, MC Rita",Amor de Verdade,KondZilla,1,12,2,3389377,197333
2,spotify:track:74gguwbBvfBTurNJUWFOsC,Zé Neto & Cristiano,Largado As Traças - Acústico,Som Livre,1,1,10,3342083,217846
3,spotify:track:74n5d5M21JnC4WJ6gdkggK,Jorge & Mateus,Propaganda - Ao Vivo,Som Livre,2,3,7,2881564,141934
4,spotify:track:5FOCkGt7bp22nBVfQ4WSIT,Anitta,Indecente,WM Brazil,2,2,3,2628491,205187
5,spotify:track:6etab3UBCo5GOTMZqUvRka,"MC Kevinho, Simone & Simaria",Ta Tum Tum,Universal Music Ltda.,1,4,11,2614639,164157
6,spotify:track:6tuzPD1zPPvwMbGiD0TBay,MC WM,Fuleragem,WM Brazil,6,13,6,2556649,141473
7,spotify:track:7JdZZfozlODQ08ATf8xIZ6,"Gustavo Mioto, Jorge & Mateus",Anti Amor - Ao Vivo,Universal Music Ltda.,7,8,17,2282035,165360
8,spotify:track:6ys0kXJnE7wBQKvGrTg0VQ,Matheus & Kauan,Tô Com Moral No Céu! - Ao Vivo,Universal Music Ltda.,5,6,12,2258547,170075
9,spotify:track:5qjMyKkmosPBws5cImS9Zz,Jorge & Mateus,Trincadinho - Ao Vivo,Som Livre,7,9,7,2240874,140442
10,spotify:track:6wXYGqXCLtEHx4VDb2TPcM,Gusttavo Lima,Apelido Carinhoso,Sony Music Entertainment,2,7,19,2158683,199701
11,spotify:track:4JPSfCXQe6kDliMIJTqISW,"Gustavo Mioto, Anitta",Coladinha Em Mim - Ao Vivo,Universal Music Ltda.,8,10,17,2093323,170506
12,spotify:track:6u0EAxf1OJTLS7CvInuNd7,"Anitta, ZAAC, Maejor, Tropkillaz, DJ Yuri Martins",Vai malandra (feat. Tropkillaz & DJ Yuri Martins),WM Brazil,1,5,17,2087186,201532
13,spotify:track:2cwFhwT6L2D4Olc25nhyZo,Felipe Araújo,Amor Da Sua Cama,Universal Music Ltda.,7,11,24,1984348,188309
14,spotify:track:0dGqIEsFN3KakdPCMkgjre,"Thiago Brava, Jorge",Dona Maria,MM Music,8,14,23,1716143,187998
15,spotify:track:0Goo8GkDXERy3IFTQ8BYjz,Atitude 67,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo Em São Paulo / 2017,Universal Music Ltda.,15,17,16,1670727,210386
16,spotify:track:0pDaqgIForVNO4jrtTxcWT,MC's Jhowzinho & Kadinho,Agora Vai Sentar,Warner Music Brasil sob licenciamento exclusivo da Play Produtora e Start Music,1,15,31,1639879,228922
17,spotify:track:2srL4DYBekshpbprS6H0mO,"1Kilo, Baviera, Knust, Pablo Martins",Deixe Me Ir (feat. Pablo Martins) - Acústico 1Kilo,1Kilo Records,1,16,47,1635961,213191
18,spotify:track:75AtrLBAWdyTXs2TDAAIN3,Matheus & Kauan,Círculo - Ao Vivo,Universal Music Ltda.,18,22,3,1551025,163264
19,spotify:track:01TYBVirOZoaY5Uw2kLGwp,"Marília Mendonça, Maiara & Maraisa",A Culpa É Dele - Ao Vivo | Acústico,Som Livre,18,24,5,1512364,176721
20,spotify:track:1kNVJQEkobOlyfbctPZ4fs,Mc Don Juan,Amar Amei,GR6 Music,3,18,23,1496147,217845
21,spotify:track:2XW4DbS6NddZxRPm5rMCeY,Drake,God's Plan,Cash Money/Drake LP6,18,21,12,1476365,198960
22,spotify:track:7CtFr21TzdM4ntuBkwzpxg,"Jerry Smith, Mc Nando Dk, DJ Cassula",Troféu do Ano,Produtora X,16,23,23,1399444,189048
23,spotify:track:3IfctMaf2sfvlSLRa42Cna,Vitor Kley,O Sol,Midas Music,23,33,5,1332765,209000
24,spotify:track:7m3ciRxLcU3xJbWEDBoThG,Marília Mendonça,Estranho - Ao Vivo | Acústico,Som Livre,24,31,3,1307401,157930
25,spotify:track:6uyMtLQXZ8amkLyv5l7F7O,"Marília Mendonça, Bruno & Marrone",Transplante,Som Livre,25,26,21,1297763,166091
26,spotify:track:228vRHzGfQh47EfLjuY1Yr,MC Kevinho,Rabiola,KondZilla,6,25,19,1287233,175660
27,spotify:track:39N9RPD9MRb5WmoLzNzPeA,"Nicky Jam, J Balvin",X,Sony Music Latin,27,38,6,1252184,173627
