rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2InS5VWKJQbsFBKOsf1cJB","Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7","Let's Go 4","GR6 Music",1,1,7,"9623777"
2,"spotify:track:6AENBD8I0mDGglFqrRZGu7","Gusttavo Lima, Ana Castela","Canudinho - Ao Vivo","Sony Music Entertainment",2,2,8,"7094217"
3,"spotify:track:00ZKeP47bZtswtANkvxz2j","Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis","Baile do Bruxo","Tropa Do Bruxo",3,35,2,"6917841"
4,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,4,17,"6398723"
5,"spotify:track:3XIXklO3e0uWUAUkOR7NLI","Luan Pereira, Mc Daniel, MC Ryan SP","DENTRO DA HILUX","Som Livre",2,3,9,"5619373"
6,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,8,35,"5378132"
7,"spotify:track:64CovjRwInpOJW4PiGMprY","MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho","Faz um Vuk Vuk (Teto Espelhado)","MC Kevin o Chris",1,6,14,"5290515"
8,"spotify:track:07DskqQ1NbTiotX1WIV7ob","Flora Matos","Piloto","Flora Matos",7,7,6,"5271746"
9,"spotify:track:4Z2i41GDQyu3KRpBavEnyR","Ana Castela","Solteiro Forçado - Boiadeira Internacional","AgroPlay do Brasil",3,5,16,"5252526"
10,"spotify:track:35D06z7kmwMmYYbyJ0BkSm","Manu, Simone Mendes","Daqui pra Sempre","manuoficial",10,25,4,"4913979"
11,"spotify:track:54u86CmMqGI1rRuULlTqaB","Felipe Amorim","Toca o Trompete","One Play",2,9,14,"4835080"
12,"spotify:track:4zNy0cxc4p36OLdPr0sI6h","DJ Arana, MC Maneirinho, Mc Luan, MC Tigrão, Mc Barbie","MONTAGEM ANOS 2000","Love Fluxos",10,14,6,"4544424"
13,"spotify:track:7GScY8oE12cqTiNBzVQpUB","Gusttavo Lima, Matheus & Kauan","Mala dos Porta-Mala - Ao Vivo","Sony Music Entertainment",8,10,15,"4455336"
14,"spotify:track:4uqJelb9THHmJ3OCohg4ZJ","AgroPlay, Ana Castela","Nosso Quadro","AgroPlay",1,11,38,"4209718"
15,"spotify:track:3PqU6gHWUaBTtIZi5oxEJ7","Zé Neto & Cristiano","Um Mês E Pouco - Ao Vivo","Som Livre",11,13,18,"4185965"
16,"spotify:track:4YKujFSyakVjLdH1sDllVc","Simone Mendes","Dois Fugitivos - Ao Vivo","Universal Music Ltda.",16,16,6,"4045354"
17,"spotify:track:4hKLzFvNwHF6dPosGT30ed","Veigh, Bvga Beatz, Prod Malax, Supernova Ent","Novo Balanço","Supernova Entertainment Under Exclusive License to UnitedMasters",2,15,23,"3946026"
18,"spotify:track:5WV6br0BPUzhJwyBty80s0","Juliette","Tengo","Virgin Music Label And Artist Services (S&D)",4,12,12,"3823556"
19,"spotify:track:53PpijFATt35Zxfl6LTxoK","Marília Mendonça","Leão","Som Livre",1,18,46,"3801177"
20,"spotify:track:0fABszUFNbNq9IW503Gj8v","DENNIS, MC Kevin o Chris","Tá OK","Sony Music Entertainment",1,21,23,"3766363"
21,"spotify:track:3PH1nUysW7ybo3Yu8sqlPN","Israel & Rodolffo, Mari Fernandez","Seu Brilho Sumiu - Ao Vivo","Som Livre",2,24,34,"3745729"
22,"spotify:track:1Vy9Wn5sbiduZKBqBlH3Mc","Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache","Ballena","Som Livre",3,17,15,"3743628"
23,"spotify:track:6drlqBh6BeYZinmYQ9qR2n","Rogerinho","Furduncinho do Rogerinho","Rogerinho",19,22,9,"3725290"
24,"spotify:track:6vq7r1Pqd3pyI07u63cPZV","Simone Mendes","Erro Gostoso - Ao Vivo","Universal Music Ltda.",3,19,39,"3711847"
25,"spotify:track:0redQHBfejmPUhonR5ppGC","Guilherme & Benuto, Ana Castela, Adriano Rhod","Duas Três","Sony Music Entertainment",8,20,37,"3709570"
26,"spotify:track:7DkhndGTKaqkFxxKN7XlAh","Guilherme & Benuto, Simone Mendes","Manda um Oi - Ao Vivo","Sony Music Entertainment",20,26,24,"3683513"
27,"spotify:track:4zUFA8l78k4tCmoVuGtV8z","Luan Santana","MEIO TERMO - Ao Vivo","Sony Music Entertainment",10,23,20,"3630894"
28,"spotify:track:4zW6JV4aqhXpbfZLZyEFvP","Henrique & Juliano","Quase Algo (Ao Vivo Em Nova Iorque) (2022)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",28,36,6,"3525694"
29,"spotify:track:7lTVXJfNK4xaJSUXCUac6a","Felipe Amorim, Mc Mika","Fode Bem","One Play",7,28,13,"3512676"
30,"spotify:track:307kaV2BoOC4pRRzwJUJxf","Anitta","Mil Veces","Republic Records",30,-1,1,"3488897"
31,"spotify:track:7G2yGMHlcPPTCDhMrAaMyZ","Ana Castela","Tô Voltando - (Boiadeira Internacional)","AgroPlay",26,32,9,"3452683"
32,"spotify:track:1Z3QqD45wKKN6fUKBXSvcZ","Diego & Victor Hugo, Luan Pereira","Pirulito Vermelho","Sony Music Entertainment",27,33,19,"3373447"
33,"spotify:track:62W2f0QOg20ufNjJQHqnkq","Mc IG, MC Ryan SP, MC PH, DJ Glenner, DJ Oreia, Gabb MC, MC Bruno MS, MC GP, MC Rhamon, Mc Dena, TrapLaudo","Fernando de Noronha","WM Brazil",30,30,8,"3333164"
34,"spotify:track:2uhw2oYbugGJbn10wipNX5","Mc Livinho, DJ Matt D","Novidade na Área","MBB Diamond",1,27,18,"3301786"
35,"spotify:track:7r8yMaSOy4XmuhRz7iv1gi","Henrique & Juliano","Traumatizei (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,34,38,"3277273"
36,"spotify:track:4lL0M9HzNFspnIwj2WfU6c","Gusttavo Lima, Wesley Safadão","Oi Vida - Ao Vivo","Sony Music Entertainment",28,29,13,"3187355"
37,"spotify:track:0KhLYwYVhi13hMhxX73m55","Luan Santana","MULHER SEGURA - Ao Vivo","Sony Music Entertainment",24,31,6,"3106492"
38,"spotify:track:1mimc5QiUuwmVYdXkWvgOQ","Luan Pereira, Gustavo Mioto","MOLETOM","Som Livre",9,37,17,"3050250"
39,"spotify:track:2BlFIe0712LBUtTHxbqjme","NATTAN, Felipe Amorim","Love Gostosinho - Ao Vivo","Vybbe",12,38,41,"2973088"
40,"spotify:track:4pWsXhLUdtBKlw9npIXZAl","Kadu Martins","Halls na Língua","Kadu Martins",9,39,23,"2840819"
41,"spotify:track:0QcKkN8b4iVkmVsbaze8OS","Henrique & Juliano","Devia Ser Proibido (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",41,45,13,"2689939"
42,"spotify:track:3P2ubMyuL9NQOVU67TVCXA","Melody, Naldo Benny, CANETARIA, MATHEUS ALVES","Love, Love","Melody",19,41,19,"2681673"
43,"spotify:track:4KGyltc1ugN2WFcjkSPHwh","Matheus & Kauan, Mari Fernandez","Não Vitalício (Nunca Mais) - Ao Vivo","Universal Music Ltda.",7,40,38,"2655347"
44,"spotify:track:6L2ule7uWSdh1qjcMO3vUD","Murilo Huff, Wesley Safadão","Quem tá Pegando","M Show",42,43,23,"2503203"
45,"spotify:track:2pidGuLSSVZPcbzE5QA1Ux","Hugo & Guilherme","Elevador - Ao Vivo","Som Livre",35,46,20,"2460459"
46,"spotify:track:4dHMuSjpkUcWW3zZehOFj7","Maiara & Maraisa","Narcisista - Ao Vivo","Som Livre",27,42,15,"2459601"
47,"spotify:track:4xAGuRRKOgoaZbMGdmTD3N","Zé Neto & Cristiano","Oi Balde - Ao Vivo","Som Livre",3,47,36,"2396982"
48,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",48,54,4,"2381518"
49,"spotify:track:4wjDiZGsZYQqKkXyPcQGF6","MC K.K, Love Funk, LeoZera","Agudo Mágico 4","Love Funk",49,62,5,"2367334"
50,"spotify:track:7GjAXYuxjuXPbQJzRnNdob","GREGO, Paulo Pires, ÉaBest","Pane no Sistema","ÉaBest",50,165,2,"2344021"
51,"spotify:track:6xRDvureEBwHgwAYDufbJL","Eric Land, Tarcísio do Acordeon","Chorei na Vaquejada","Eric Land",15,50,23,"2330180"
52,"spotify:track:181TYnNi3wNGrdsCykmI4A","Luísa Sonza","A Dona Aranha","Sony Music Entertainment",15,44,9,"2317845"
53,"spotify:track:6rpUGV7bcWW9ro65Bf8uYY","Israel & Rodolffo, Mc Don Juan, João Gomes","Eu Não Dou Conta - Ao Vivo","Som Livre",53,60,5,"2262679"
54,"spotify:track:2uGk60j3LR5bp6tGq9vtII","GORDÃO DO PC, Kadu Martins, DJ LUCAS DE PAULA, MC Kevin o Chris","Halls na Língua - Remix","Delivery Music BH",28,55,15,"2240389"
55,"spotify:track:0Q1oLvAI9QaD3DIlvluTqx","Israel & Rodolffo","Voltou Com Quem Não Voltava - Ao Vivo","Som Livre",42,51,23,"2208847"
56,"spotify:track:4uLzGOlqSanpNS3htaUViY","Zé Neto & Cristiano","Pátio do Posto - Ao Vivo","Som Livre",19,53,31,"2187407"
57,"spotify:track:2yIJ2CVZkTDftAsL9NPTw2","Guilherme & Benuto, Wesley Safadão","Milionário - Ao Vivo","Sony Music Entertainment",56,74,7,"2186509"
58,"spotify:track:6e5byyKtx6R0h66gagelPe","Gustavo Mioto, Mc Don Juan","Quando Apaga A Luz - Ao Vivo","Universal Music Ltda.",13,64,40,"2173374"
59,"spotify:track:4ldcxPVAtih8alepJTu8Hx","Mc IG, DJ WN","Faz Completo, Chefe","WM Brazil",25,52,11,"2163166"
60,"spotify:track:7Iq55toOSSBCEoGuXxQSa1","Mc Danone, DJ THG, Dj Hm Oliveira, A2M PRODUTORA","Vem Quebrando","A2M Produtora",60,75,9,"2159804"
61,"spotify:track:5eID9KNVJV2fDSPQGzQHQg","Gusttavo Lima, Maiara & Maraisa","Oficializar - Ao Vivo","Sony Music Entertainment",49,49,9,"2150147"
62,"spotify:track:0SWDToufOxRVIngk8c1oZi","Luan Santana","AMBIENTE ERRADO - Ao Vivo","Sony Music Entertainment",29,48,12,"2086591"
63,"spotify:track:4vdFF0P7oTZoeKvnfIsbh3","Henrique & Juliano","Te Esqueci Sem Querer (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",43,57,27,"2033122"
64,"spotify:track:758BVp2SU3uGru062K5cju","Ana Castela","Alerta de Golpe - Ao Vivo","AgroPlay",64,73,2,"2011770"
65,"spotify:track:0U9CZWq6umZsN432nh3WWT","Mc Pedrinho, DJ 900","Gol Bolinha, Gol Quadrado 2","GR6 Music",3,56,20,"1966545"
