rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:4G7bbgD2DHORU4frrWoCXp,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,BOLOLO REC,1,17,5,12088898,158769
2,spotify:track:38Ps9Kui6qJjpVqdBOfN5M,"Grupo Menos É Mais, Simone Mendes",P do Pecado - Ao Vivo,Som Livre,1,1,25,9534298,192367
3,spotify:track:1JUmsSEfVwhdJCVBG83XGU,"PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito",SEQUÊNCIA FEITICEIRA,WM Brazil,2,2,8,7765550,129692
4,spotify:track:4ukpXdplqDEMk3Fy2i30oI,"MC GP, Mc Lele JP, DJ DAVI DOGDOG, Dj Andrabeat",ME POSTOU NO DAILY - FESTA DO BIG G,WM Brazil,4,4,4,7723008,177230
5,spotify:track:6tUdNbB9aYbX0sUDXOzX1u,Diego & Victor Hugo,Tubarões - Ao Vivo,Sony Music Entertainment,1,3,36,6910064,162580
6,spotify:track:4SjcIkVc4cvFgURD1EHxDM,Vitinho Imperador,Eu Me Apaixonei,Vitinho Imperador,5,5,9,6673736,205714
7,spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ,"Grupo Menos É Mais, NATTAN",Pela Última Vez - Ao Vivo,Som Livre,3,6,9,6289200,162325
8,spotify:track:2Hw0LzrD6ic8AckKBxJhiO,Murilo Huff,Deixa Eu - Ao Vivo,M Show,8,19,10,6097410,158470
9,spotify:track:17tg01y3RhlfRKMnd333yL,Danilo e Davi,Apaga Apaga Apaga - Ao Vivo,Som Livre,1,13,50,5571702,178882
10,spotify:track:5Nj2UVsxXAvhfYNpcre3al,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",FAMOSINHA,BR MUSIC DIREITOS MUSICAIS LTDA.,1,8,23,5513409,133384
11,spotify:track:44CTudFZ0kbaIF9n0jk7oU,"Matheus & Kauan, Ana Castela",Ilusão De Ótica - Ao Vivo,Universal Music Ltda (S&D),11,12,39,5290022,179504
12,spotify:track:4y93vvzu2h8MITw7YyUTcI,Henrique & Juliano,Última Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,11,56,5288524,150449
13,spotify:track:2ejSYn4SfoE07mXPlnYVED,"Rafa e Junior, Hugo & Guilherme, DJ Ari SL",Ama Um Maloqueiro,WM Brazil,4,9,22,5275014,162580
14,spotify:track:25CffgwZg6vlUdCsHJijZo,"Panda, Ícaro e Gilmar, MJ Records",Baqueado - Ao Vivo,MJ Records.,9,10,31,5056795,146750
15,spotify:track:4c4tcqYfqiFc527gqNdRE5,"Clayton & Romário, Zé Felipe",Se Eu Te Perdoar - Ao Vivo,WM Brazil,6,7,6,5010318,164892
16,spotify:track:6Kyl2nFgU0J8WBlbBvDv6g,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,Som Livre,1,14,60,4938013,195794
17,spotify:track:2GylVVMD21R4SqgAt8gGC5,"Felipe Amorim, Vitão, BIN, Malibu",Eu Vou na Sua Casa,One Play,2,16,18,4798195,179039
18,spotify:track:4j9UHHiN68z5WL0AdYZC6a,"Zé Felipe, Ana Castela",Sua Boca Mente (You're Still The One),Som Livre,8,18,3,4680660,194303
19,spotify:track:0IBCX7PC9NcfFLuyoHxTNt,Zé Neto & Cristiano,Escondendo o Ouro - Ao Vivo,Som Livre,8,20,22,4475941,171207
20,spotify:track:7tesyGMnAFNI0l2xaxcFKi,Henrique & Juliano,Saudade De Quem Eu Sou (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,21,32,4293307,153103
21,spotify:track:2De1EHbIhepIVLHZ16bySE,"Veigh, Supernova Ent",Talvez você precise de mim,Supernova Entertainment,21,22,17,4036989,126800
22,spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ,"DJ Zigão, MC Roger",Tô na Brasilia com o Zigão,MSTT Records,22,26,4,3835522,155307
23,spotify:track:280QfKhmWGn3LbyB39aA7u,Léo Foguete,Cópia Proibida,Acertei Produções,5,23,51,3779701,159480
24,spotify:track:53iuhJlwXhSER5J2IYYv1W,Taylor Swift,The Fate of Ophelia,Taylor Swift,4,15,3,3762650,226073
25,spotify:track:1I6TdHxz61Kf9EFje0dQvg,Luan Santana,OLHO MARROM - Ao Vivo em Lisboa,Sony Music Entertainment,25,25,4,3629521,145491
26,spotify:track:5k7JSycp97vL45zSOoUsTE,Henrique & Juliano,Seja Ex (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,24,56,3612251,192034
27,spotify:track:6zxthXT7GUBX83vRmQiN3x,Felipe e Rodrigo,Caos De Alguém (Ao Vivo),MK Records,6,29,14,3310731,154097
28,spotify:track:3M4HJl7D77l86gL1QXGJHG,"Lauana Prado, Simone Mendes",Saudade Burra - Ao Vivo,Universal Music Ltda.,11,33,41,3145333,157173
29,spotify:track:6OPfBo0J6yqzSY9WxNlbA5,"MC Willian, DJ Japa NK, DJ DAVI DOGDOG",Valentino,Cria Hit BR,23,31,8,3102133,157033
30,spotify:track:2gLUZtZN1gfercLP9guft3,"Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)",Universal Music Ltda.,30,35,12,3084595,146560
31,spotify:track:07kLShG3HTeLXTqnFCqNAJ,Henrique & Juliano,Amigo Da Minha Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,30,42,3083644,150992
32,spotify:track:4V2rUOmaevK0C1bKAkeFf5,"Panda, MJ Records",Eu Te Seguro - Ao Vivo,Sony Music Entertainment,32,57,5,3078469,148561
33,spotify:track:4QZqSqxdcgAbtZle4MS4ph,Gusttavo Lima,Retrovisor,Sony Music Entertainment,13,40,10,3076340,185984
34,spotify:track:6IFF888dQ0P6ilbj4kL6G8,Grupo Menos É Mais,Aquele Lugar - Ao Vivo,Som Livre,15,34,36,3044635,167528
35,spotify:track:0qZwqMsGSClyrKzbVbRto9,"Diego & Arnaldo, Zé Neto & Cristiano",Vai Cair Água - Ao Vivo,Som Livre,21,37,12,3040703,150936
36,spotify:track:3cwVKjzKSTfvacYJF6Tkub,Léo Foguete,Última Noite - Solo,Acertei Produções,5,27,54,3023009,154553
37,spotify:track:3p58wJmZqIc9RjsdeZ5Jfq,"Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix",Vou pela Madrugada,Cria Hit BR,23,44,15,3010075,281774
38,spotify:track:1mnMkTvrPi4iTblXaRvOoi,"Gusttavo Lima, Luis Fonsi",Vagabundo,Sony Music Entertainment,38,45,2,2988040,207136
39,spotify:track:1N19UVD4GRBFT6UrDaX6rk,"Turma do Pagode, Grupo Menos É Mais",Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),Sony Music Entertainment,15,36,65,2966980,216818
40,spotify:track:5aMgTcyBPH90hWHhbNKTwR,Diego & Victor Hugo,Entregador de Flor - Ao Vivo em Brasília,Sony Music Entertainment,4,32,58,2911238,190276
41,spotify:track:2j7IPPMZt5nE5R4r2AbKZ8,"Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records",12 Horas / Pra Você Acreditar - Ao Vivo,MJ Records.,18,39,29,2878638,250453
42,spotify:track:73SqSkZt2yseVL513HyMgA,"J. Eskine, Alef Donk, Oruam",AMOR BANDIDO,HITLAB BREGA,38,41,5,2819190,194303
43,spotify:track:4W9nFl732s6NdToGaCfiSl,"Guilherme & Benuto, Grupo Menos É Mais, Matheus Fernandes",Grau de Maluca - Ao Vivo,Sony Music Entertainment,11,28,16,2727332,172440
44,spotify:track:6vGZfODFI1FxMImSUbdJhz,Zé Neto & Cristiano,Resumindo - Ao Vivo,Som Livre,17,43,22,2721271,145177
45,spotify:track:708yXS1fLm1gAXFyIQxtX2,Henrique & Juliano,Romântico (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,47,51,2694826,183758
46,spotify:track:7CIx2glE3HjBtXRrZzfowf,"Hugo & Guilherme, Ana Castela",Todo Mundo Menos Eu - Ao Vivo,Som Livre,20,48,7,2658342,126285
47,spotify:track:3lKOC96UdjCG47HZDJVyih,Simone Mendes,Saudade Proibida - Ao Vivo,Universal Music Ltda.,1,42,29,2606379,160634
48,spotify:track:473DqaeIno75pBbp0bNrkT,"Matheus Vargas, Cleber & Cauan",Desocupa,MV Produções Artisticas,46,46,2,2562873,150442
49,spotify:track:5BI4zdNsBNEBSPzYkO2EXZ,"Luan Pereira, Felipe Amorim",DENTRO DA LAND ROVER - Ao Vivo,Som Livre,32,38,5,2552087,159082
50,spotify:track:3WvQaS0tluzeCN1KR5tiFi,"Xand Avião, Henrique & Juliano","Não é o Lugar, é a Pessoa",Universal Music Ltda.,50,-1,1,2540240,176765
51,spotify:track:47lS4QkejzTxY058UmbQhv,"CountryBeat, Rionegro & Solimões",Apaixona Muita Gente - Ao Vivo,CountryBeat,33,49,8,2403240,160225
52,spotify:track:27xkOIER6uDLKALIelHylZ,Jin,Don’t Say You Love Me,BIGHIT MUSIC,40,51,23,2393707,180716
53,spotify:track:5QbtKOsjbEGkx0GMiQGBZt,"fhop music, Hamilton Rabelo",Tu és + Águas Purificadoras - Ao Vivo,FHOP Music,32,64,82,2281078,476736
54,spotify:track:1butVubqmo2gXoAgZiM7hY,"Kaique e Felipe, Luan Pereira",Vacilona - Ao Vivo,Sony Music Entertainment,20,50,17,2271818,136367
55,spotify:track:2W8XL6iRGMmGHpqW2TKcXc,Gusttavo Lima,Pelo Bem da Minha Saudade,Sony Music Entertainment,46,59,10,2234901,171797
56,spotify:track:035Q417M83JnP3wvSlyFEK,Julliany Souza,Quem É Esse? - Ao Vivo,Julliany Souza,56,66,32,2165261,468953
57,spotify:track:2Z1DmmPWD3Lm0dWAxMfjxG,"MC Jvila, Mc Negão Original, DJ Dael, DJ Guh Mix",Pirocada Quente,Legenda Records,11,65,36,2159260,195692
58,spotify:track:2gfn28JSINCJGLrUimmu0l,Jorge & Mateus,Cantada Boba - Ao Vivo,Som Livre,11,55,50,2154390,183249
59,spotify:track:1h0yBDChztCJRTqmI5U6ou,MORADA,É Tudo Sobre Você / Ser Mudado - Ao Vivo,Onimusic,50,61,33,2099108,442406
