rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:7l9Tq5phzkLnhWUyfp702G,"Kaique e Felipe, Luan Pereira",Saveiro,Sony Music Entertainment,1,1,7,9098397,144665
2,spotify:track:3H7eBmcTJyuEMStfmKuLmG,"MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Kako",A Danada Me Ligando,Love Funk,2,9,2,7604845,283636
3,spotify:track:5sKGmZDmkGwFed5dPpZpZL,"Jorge & Mateus, Henrique & Juliano",Xonei,Som Livre,3,3,4,7391455,154555
4,spotify:track:0bPP5cDG1ZnbAVCEa3ZbQ1,Grelo,Só Fé,Henrique & Juliano,1,4,6,6167015,203337
5,spotify:track:4dvHZesL5UKzfJnFH5bm3g,Luan Santana,CLONE - Ao Vivo,Sony Music Entertainment,5,10,3,5901409,164401
6,spotify:track:0S7o4sti5I5CAbbotTUzTM,"Traia Véia, Luan Pereira",Wi-Fi - Ao Vivo,Show Mix.,2,5,8,5530700,161312
7,spotify:track:2i3HnfXvFT371Hbk4oZsfA,"DJ DUARTE, MC Lipivox, DJ Kayo Original, MC Rondom, Prime Funk",Ritmada Interestelar,Prime Funk,7,13,3,5093852,192461
8,spotify:track:7IFsTX5H1sWcEl8joV0IdD,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,Sony Music Entertainment,1,8,20,5074425,266666
9,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,9,17,4,4908480,251667
10,spotify:track:6m51sam9gIqRMbJEKW4ADe,Grelo,De Graça ou Pagando,Henrique & Juliano,7,7,6,4854691,196702
11,spotify:track:1NcqLEg2r2LXqMVbam2BJD,"Matheus Fernandes, Matheus & Kauan",Triplex - Ao Vivo,Som Livre,4,12,14,4787187,178170
12,spotify:track:4ssHL7bSnOAE7HjiuLx6Co,Matuê,Crack com Mussilon,30PRAUM,12,-1,1,4753990,154418
