rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",Bipolar,GR6 Music,1,1,6,7171844,276480
2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,2,8,6591135,172972
3,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,3,17,6023163,140942
4,spotify:track:4llr8mcoauwrHBtjGb7F9S,MC Kevin o Chris,Tipo Gin - Ao Vivo,MC Kevin o Chris,4,4,6,5555122,159146
5,spotify:track:2QLbRVzixE282JSQjBz2DG,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,3,5,9,4971902,150461
6,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,Universal Music Ltda.,2,6,13,4788123,125557
7,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,7,10,9,4676017,155675
8,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,7,7,3,4651858,178146
9,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,9,12,14,4422792,160476
10,spotify:track:5R9KPXQVeyqsHZoPLMgfNy,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,10,13,10,4349764,225671
11,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,9,19,4320068,157354
12,spotify:track:2SUPbyD77tJuOUbqbxct6l,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,8,15,4314181,147875
13,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,11,18,4084637,175046
14,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Wesley Safadao,1,14,29,3776012,155209
15,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,16,33,3730303,196379
16,spotify:track:6HV630GY0GT3RN2efFRmbP,Jorge & Mateus,Troca,Som Livre,16,19,6,3718086,171263
17,spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,"Th CDM, DG e Batidão Stronda",Preta do Cabelo Cacheado,PH Produções,14,15,11,3641101,158531
18,spotify:track:5AhnPqydkYbZAp4NkyJ7ED,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,WM Brazil,18,21,3,3378335,135111
19,spotify:track:1HoapWs5KcMzs8QYdgg9Kt,"Xand Avião, DJ Ivis, Mc Danny",Não Pode Se Apaixonar,Som Livre,11,18,14,3181495,170000
20,spotify:track:3ODFNdnvb3EwcXk6DI6tGA,Wesley Safadão,Passatempo,Wesley Safadao,20,25,4,3105885,162237
21,spotify:track:0e6NlGJxYlHvAN8SKxad7N,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido,DJ Ivis,1,22,20,3051698,190680
22,spotify:track:5gTgQBtNP08fUijxpEgmzF,Matheus & Kauan,É Problema,Universal Music Ltda.,19,27,29,2986232,184149
23,spotify:track:7vCvUJyjMxRkPeo19nxmuk,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,28,27,2881840,173226
24,spotify:track:40zJaB3z53PGaxIkYyieBP,"Israel & Rodolffo, Matheuzinho",Só de Sacanagem - Ao Vivo,Som Livre,17,20,18,2875580,183695
25,spotify:track:0x0V1IID2Sj902k6LzuWds,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),Diamond,25,26,8,2833699,215999
26,spotify:track:1h4u5t0EJZki8ieNGwwFXc,Zé Vaqueiro,Volta Comigo BB,Sony Music Entertainment,22,30,13,2773382,210731
27,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,32,18,2746933,203158
28,spotify:track:5uztIMqjl5FTZSYDlOBJjV,Simone & Simaria,Foi Pá Pum,Universal Music Ltda.,13,31,27,2707706,183413
29,spotify:track:5glMxRMRHGBRj6bydBjoPM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,WM Brazil,13,23,18,2686844,154181
30,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,24,24,9,2648333,215506
31,spotify:track:0DlHQxrVijRqVUfuS6PKaY,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),Sony Music Entertainment,17,34,19,2628688,184999
32,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,29,10,2604042,137875
33,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,14,38,26,2555237,181279
34,spotify:track:6AMTUbWihFZOwOeHxZN2Ge,Vitor Fernandes,Vou falar que não quero,Sua Música,29,36,14,2549131,186831
35,spotify:track:7Kba4OaxQFQ1zlknQUpNqN,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje - Ao Vivo,Som Livre,35,-1,1,2536123,148227
36,spotify:track:4Ls13Ag4SWnniiX4QLRltL,Vitor Fernandes,Acaso,Sua Música,13,37,17,2443355,200890
37,spotify:track:3VqeTFIvhxu3DIe4eZVzGq,BTS,Butter,BIGHIT MUSIC,17,17,2,2372393,164441
38,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,41,40,2289275,169593
39,spotify:track:1mQOFRDoqI34LdN79PE0vH,MC Zaquin,Ô Moça,Funk Explode Records,25,40,18,2249213,180923
40,spotify:track:5H25WPPytKQcMfIPu0oEBO,"Dj Serpinha, MC 2jhow",Espirra o Lança,2click,32,39,10,2147422,190055
41,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,44,26,2102862,237900
42,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,25,35,21,2096621,242013
43,spotify:track:6vnKRiOjUjYT59xl4awHTx,Guilherme & Benuto,Sigilo - Ao Vivo,Sony Music Entertainment,41,46,11,2048586,165366
44,spotify:track:2plRom0urixt6BE8t7kOhQ,Anitta,Girl From Rio,Warner Records,14,33,5,2036422,194421
45,spotify:track:1JHvLQWHUoYuapwQikeDuD,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,Som Livre,24,47,30,2035942,212192
46,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,43,24,2018839,170000
47,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,42,42,2,1948097,229226
48,spotify:track:1EHFiKkrppC5kXImn8LFBr,Zé Vaqueiro,Cadê o Amor,Sony Music Entertainment,48,49,4,1926723,197037
49,spotify:track:000RW47rhEkSqjgTrZx7YX,Jorge & Mateus,Lance Individual,Som Livre,4,45,29,1908249,164458
50,spotify:track:6m187iACTSAZDYMaV0klqj,"L7NNON, Ajaxx",Freio da Blazer,Papatunes Records,38,50,17,1847150,180000
51,spotify:track:1a17gIb57XhPj2CMbqYABw,Hugo & Guilherme,Pingo de Dó - Ao Vivo,Som Livre,51,58,5,1823691,161840
52,spotify:track:3ydmNkAyYq0AKtG8sTfE9P,VMZ,Plutão,VMZ,52,100,2,1815215,221461
53,spotify:track:56F3ngwk3a42aLY0o5QgBF,Gusttavo Lima,Fala Comigo - Ao Vivo,Sony Music Entertainment,23,56,17,1737592,140629
54,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,54,30,1736556,169773
