rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2InS5VWKJQbsFBKOsf1cJB","Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7","Let's Go 4","GR6 Music",1,1,14,"8619775"
2,"spotify:track:00ZKeP47bZtswtANkvxz2j","Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis","Baile do Bruxo","Tropa Do Bruxo",2,3,9,"6167750"
3,"spotify:track:35D06z7kmwMmYYbyJ0BkSm","Manu, Simone Mendes","Daqui pra Sempre","manuoficial",3,4,11,"6163961"
4,"spotify:track:6AENBD8I0mDGglFqrRZGu7","Gusttavo Lima, Ana Castela","Canudinho - Ao Vivo","Sony Music Entertainment",2,5,15,"6044691"
5,"spotify:track:2IDf0IZ9dfw0uDYV2n1bJc","Luan Santana, Ana Castela","DEJA VU","Sony Music Entertainment",5,-1,1,"5816792"
6,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,6,24,"5725338"
7,"spotify:track:7DkhndGTKaqkFxxKN7XlAh","Guilherme & Benuto, Simone Mendes","Manda um Oi - Ao Vivo","Sony Music Entertainment",5,7,31,"5524903"
8,"spotify:track:2twZl1jsRbJRTNCE6VB6eW","Chefin, Mainstreet, LB Único","10 Carros","Mainstreet Records",8,14,3,"5395002"
9,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,8,42,"5045726"
10,"spotify:track:7dKqPh21HpsysZvRWyNeM1","Isadora Pompeo","Bênçãos Que Não Têm Fim (Counting My Blessings)","Sony Music Entertainment",10,11,5,"4842999"
11,"spotify:track:3XIXklO3e0uWUAUkOR7NLI","Luan Pereira, Mc Daniel, MC Ryan SP","DENTRO DA HILUX","Som Livre",2,9,16,"4821624"
12,"spotify:track:4YKujFSyakVjLdH1sDllVc","Simone Mendes","Dois Fugitivos - Ao Vivo","Universal Music Ltda.",5,10,13,"4740408"
13,"spotify:track:7GjAXYuxjuXPbQJzRnNdob","GREGO, Paulo Pires, ÉaBest","Pane no Sistema","ÉaBest",8,12,9,"4532342"
14,"spotify:track:4uqJelb9THHmJ3OCohg4ZJ","AgroPlay, Ana Castela","Nosso Quadro","AgroPlay",1,13,45,"4516377"
15,"spotify:track:1xjy8WRyYUkayJcyyWQpYe","Ana Castela, Gustavo Mioto","Fronteira - Ao Vivo","AgroPlay",15,25,4,"4281501"
16,"spotify:track:4Z2i41GDQyu3KRpBavEnyR","Ana Castela","Solteiro Forçado - Boiadeira Internacional","AgroPlay do Brasil",3,18,23,"4086403"
17,"spotify:track:697gwO5YoSGVAnlfREIZll","MC PH, Borges, WIU, Pedro Lotto, WEY","Tenho Que Me Decidir","GR6 Music",17,129,2,"4031445"
18,"spotify:track:7G2yGMHlcPPTCDhMrAaMyZ","Ana Castela","Tô Voltando - (Boiadeira Internacional)","AgroPlay",16,21,16,"4006636"
19,"spotify:track:6vq7r1Pqd3pyI07u63cPZV","Simone Mendes","Erro Gostoso - Ao Vivo","Universal Music Ltda.",3,17,46,"3950903"
20,"spotify:track:53PpijFATt35Zxfl6LTxoK","Marília Mendonça","Leão","Som Livre",1,16,53,"3947176"
21,"spotify:track:64CovjRwInpOJW4PiGMprY","MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho","Faz um Vuk Vuk (Teto Espelhado)","MC Kevin o Chris",1,15,21,"3819316"
22,"spotify:track:0redQHBfejmPUhonR5ppGC","Guilherme & Benuto, Ana Castela, Adriano Rhod","Duas Três","Sony Music Entertainment",8,20,44,"3798917"
23,"spotify:track:0wuj2T6IZtotux1Jjluo7m","Léo Santana, Zé Felipe","Cama Repetida","Universal Music Ltda.",23,26,4,"3795983"
24,"spotify:track:4hKLzFvNwHF6dPosGT30ed","Veigh, Bvga Beatz, Prod Malax, Supernova Ent","Novo Balanço","Supernova Entertainment Under Exclusive License to UnitedMasters",2,19,30,"3681629"
25,"spotify:track:7GScY8oE12cqTiNBzVQpUB","Gusttavo Lima, Matheus & Kauan","Mala dos Porta-Mala - Ao Vivo","Sony Music Entertainment",8,24,22,"3673238"
26,"spotify:track:4zW6JV4aqhXpbfZLZyEFvP","Henrique & Juliano","Quase Algo (Ao Vivo Em Nova Iorque) (2022)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,23,13,"3571508"
27,"spotify:track:6rpUGV7bcWW9ro65Bf8uYY","Israel & Rodolffo, Mc Don Juan, João Gomes","Eu Não Dou Conta - Ao Vivo","Som Livre",23,28,12,"3446686"
28,"spotify:track:54u86CmMqGI1rRuULlTqaB","Felipe Amorim","Toca o Trompete","One Play",2,22,21,"3440542"
29,"spotify:track:3S8M3mZGIc10IdtmNTsrjQ","Traia Véia, Murilo Huff","Eu Não Previ - Ao Vivo em Goiânia","Show Mix.",29,36,19,"3404262"
30,"spotify:track:6Td7nVeAOUz13zhDlUY8jv","Luan Pereira, Hugo & Guilherme","CHEIRO NA CAMISETA","Som Livre",30,38,5,"3374355"
31,"spotify:track:0QcKkN8b4iVkmVsbaze8OS","Henrique & Juliano","Devia Ser Proibido (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,30,20,"3340313"
32,"spotify:track:4zNy0cxc4p36OLdPr0sI6h","DJ Arana, MC Maneirinho, Mc Luan, MC Tigrão, Mc Barbie","MONTAGEM ANOS 2000","Love Fluxos",10,29,13,"3327117"
33,"spotify:track:3PqU6gHWUaBTtIZi5oxEJ7","Zé Neto & Cristiano","Um Mês E Pouco - Ao Vivo","Som Livre",11,27,25,"3297987"
34,"spotify:track:5v1Fjk1RDKGqxwNOzGDewL","Zé Felipe, Luan Pereira, DENNIS","Então Vai","Som Livre",34,57,2,"3165277"
35,"spotify:track:0fABszUFNbNq9IW503Gj8v","DENNIS, MC Kevin o Chris","Tá OK","Sony Music Entertainment",1,32,30,"3159954"
36,"spotify:track:4ssTFuVeNJG8py5dr2P2pV","Matheus & Kauan","Não Recomendo - Ao Vivo","Universal Music Ltda (S&D)",36,64,2,"3154329"
37,"spotify:track:2cZ62VBKsdZ7u1kKKJdFOc","Marshmello, Luísa Sonza","Sou Musa do Verão","Sony Music Latin",12,35,6,"3142761"
38,"spotify:track:2sYFUcurlISdHlAsnYCEgD","Lauana Prado","Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo","Universal Music Ltda.",38,141,2,"3026496"
39,"spotify:track:23IebZSNZ8VzwUr4rJNGRG","Luan Santana","MEIO TERMO - Ao Vivo","Sony Music Entertainment",10,31,27,"3001328"
40,"spotify:track:2J4nJffXU569d2ld9yxH6D","Juliette","Ciclone","Virgin Music Label And Artist Services (S&D)",35,51,11,"2997111"
41,"spotify:track:3PH1nUysW7ybo3Yu8sqlPN","Israel & Rodolffo, Mari Fernandez","Seu Brilho Sumiu - Ao Vivo","Som Livre",2,34,41,"2990910"
42,"spotify:track:1Vy9Wn5sbiduZKBqBlH3Mc","Vulgo FK, MC PH, Veigh, Pedro Lotto, Fepache","Ballena","Som Livre",3,33,22,"2950946"
43,"spotify:track:7vCtJ5u7dFM4tAWtgFf4l8","Murilo Huff","Anestesiado - Ao Vivo","M Show",43,47,4,"2942577"
44,"spotify:track:05WVKTdZhlIMX4qqMLuo0f","Peso Pluma, Anitta","BELLAKEO","Double P Records",44,-1,1,"2847954"
45,"spotify:track:6drlqBh6BeYZinmYQ9qR2n","Rogerinho","Furduncinho do Rogerinho","Rogerinho",19,37,16,"2784372"
46,"spotify:track:4VI4yOAb7fWrFCnuGBIaeG","MC Cabelinho","carta aberta","Bairro 13",46,46,2,"2741637"
47,"spotify:track:2uhw2oYbugGJbn10wipNX5","Mc Livinho, DJ Matt D","Novidade na Área","MBB Diamond",1,39,25,"2651041"
48,"spotify:track:0oQCRjrWGvkqkdf82UlXI3","PEDRO SAMPAIO","POCPOC","WM Brazil",48,115,2,"2617621"
49,"spotify:track:4xAGuRRKOgoaZbMGdmTD3N","Zé Neto & Cristiano","Oi Balde - Ao Vivo","Som Livre",3,42,43,"2587163"
50,"spotify:track:4ldcxPVAtih8alepJTu8Hx","Mc IG, DJ WN","Faz Completo, Chefe","WM Brazil",25,45,18,"2571847"
51,"spotify:track:4KGyltc1ugN2WFcjkSPHwh","Matheus & Kauan, Mari Fernandez","Não Vitalício (Nunca Mais) - Ao Vivo","Universal Music Ltda.",7,41,45,"2530395"
52,"spotify:track:6PXyRQ9Q0eNlLGsI6GxiYX","Gusttavo Lima, Hugo & Guilherme","Torce o Olho - Ao Vivo","Sony Music Entertainment",30,40,4,"2481967"
53,"spotify:track:1Z3QqD45wKKN6fUKBXSvcZ","Diego & Victor Hugo, Luan Pereira","Pirulito Vermelho","Sony Music Entertainment",27,50,26,"2458487"
54,"spotify:track:4wjDiZGsZYQqKkXyPcQGF6","MC K.K, Love Funk, LeoZera","Agudo Mágico 4","Love Funk",35,44,12,"2454029"
55,"spotify:track:7lTVXJfNK4xaJSUXCUac6a","Felipe Amorim, Mc Mika","Fode Bem","One Play",7,43,20,"2373834"
56,"spotify:track:54FV2rMVwLusAVnzROB0c1","Orochi, Caio Luccas, Pedro Lotto, Mainstreet, Galdino, Ribb","Mesma História","Mainstreet Records",56,71,9,"2306726"
57,"spotify:track:6tGlPVCrjerAAbKJs85m5g","Henrique & Juliano","Seu Erro (Ao Vivo Em Nova Iorque) (2022)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",43,56,8,"2292582"
58,"spotify:track:0EhGgIoOPjsqfB2ktrGgJd","Felipe e Rodrigo, Simone Mendes","Oceano (Ao Vivo)","MK Records",58,81,7,"2275892"
