rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:7xjV9rXbAUDCreKgx2pkGY,"Mari Fernandez, Zé Felipe","Louco, Louco - Ao Vivo",Som Livre,1,4,6,9255951,143060
2,spotify:track:0bPP5cDG1ZnbAVCEa3ZbQ1,Grelo,Só Fé,Henrique & Juliano,1,1,4,8498709,203337
3,spotify:track:3TzANwXYkLsjIY9CT7prcL,"NATTAN, Zé Felipe, O REI DA BATIDINHA",Patrai,Nattan,3,26,2,7598078,113448
4,spotify:track:7sAyqOe0BHySvFjSI5tnBA,"Ícaro e Gilmar, Luan Pereira",Diferentona,MJ Records,4,19,7,7447313,178290
5,spotify:track:5sKGmZDmkGwFed5dPpZpZL,"Jorge & Mateus, Henrique & Juliano",Xonei,Som Livre,3,3,2,7339413,154555
6,spotify:track:7l9Tq5phzkLnhWUyfp702G,"Kaique e Felipe, Luan Pereira",Saveiro,Sony Music Entertainment,2,2,5,6998693,144665
7,spotify:track:0S7o4sti5I5CAbbotTUzTM,"Traia Véia, Luan Pereira",Wi-Fi - Ao Vivo,Show Mix.,2,5,6,5905942,161312
8,spotify:track:6m51sam9gIqRMbJEKW4ADe,Grelo,De Graça ou Pagando,Henrique & Juliano,8,9,4,5775690,196702
9,spotify:track:7IFsTX5H1sWcEl8joV0IdD,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",THE BOX MEDLEY FUNK 2,Sony Music Entertainment,1,7,18,5345858,266666
10,spotify:track:1NcqLEg2r2LXqMVbam2BJD,"Matheus Fernandes, Matheus & Kauan",Triplex - Ao Vivo,Som Livre,4,8,12,5034974,178170
11,spotify:track:368hYqtNCKCAeUduMoSHhh,Clayton & Romário,Aproveita - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,6,11,4994344,147860
12,spotify:track:6NJzycLHOAh940pcqcUVp6,Gusttavo Lima,Morar Nesse Motel,Sony Music Entertainment,3,10,9,4796330,187037
13,spotify:track:106SKHXoytRADjpxHBkJpV,"dj sv, Doug Hits, Manim Vaqueiro",Mtg Forró e Desmantelo,Doug Filmes,1,11,19,4791092,149538
14,spotify:track:3a4W4YjeCPvzdpVqoqG8NL,"Oldilla, Gabb MC, MC LUUKY, Mc Tato, MC Bruno MS, TrapLaudo, Boladin 211",Deixa o Cavalo Correr,Love Funk,14,44,3,4367850,389538
15,spotify:track:6mTpK40yIRk1xGGNvRMHGg,"Murilo Huff, Gustavo Mioto",Me Caiu Tão Bem - Ao Vivo,M Show,7,12,12,4312888,156146
16,spotify:track:4dvHZesL5UKzfJnFH5bm3g,Luan Santana,CLONE - Ao Vivo,Sony Music Entertainment,16,-1,1,4087272,164401
17,spotify:track:6RjSXi9cPGroetXeNsWFGL,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",MTG QUEM NÃO QUER SOU EU,DJ TOPO,1,21,16,4082804,123692
18,spotify:track:7ldcYtMOjtX1eFVEYzj2kJ,"Luísa Sonza, KayBlack",Sagrado Profano,Sony Music Entertainment,2,17,14,4068184,196601
19,spotify:track:0GbvYZsvz7bWyijBDESebX,Simone Mendes,Mulher Foda - Ao Vivo,Universal Music Ltda.,10,13,7,4045162,162190
20,spotify:track:4VNRWHoiKHZJIoQHPbmJIv,Felipe e Rodrigo,Gosta De Rua (Ao Vivo),MK Records,1,15,21,3979246,171335
21,spotify:track:6gjsnEQxLqVkieeloQTozN,"Lou Garcia, Dj Luan Gomes",Não Fosse Tão Tarde - MTG Remix,Universal Music Ltda.,11,14,9,3937362,117230
22,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,22,29,2,3828125,251667
23,spotify:track:4XaLEsmrRGSDkgd7qpn4Nl,"MC LUUKY, MC Ryan SP, Dj Victor, Boladin 211, MC Vine7",Sempre na Simplicidade,EDITORA E GRAVADORA A BASE RECORDS,11,18,6,3635757,300000
24,spotify:track:6W196uVRkmQFHbc1XV8DNk,"CountryBeat, Félix, Léo Souzza",Sonho Dela (Cowboy),CountryBeat,1,20,16,3593807,113233
25,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,7,23,6,3560189,170887
26,spotify:track:1K14aw84e0i5IHFHkq7aNn,"KayBlack, Murillo e LT no Beat",Mistérios,WM Brazil,5,24,6,3546047,136695
27,spotify:track:0agjQg7eWrwFtqBQRKu1CX,"Zé Neto & Cristiano, Ana Castela",Foi Intenso - Ao Vivo,Som Livre,5,22,17,3530487,132057
28,spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG,Henrique & Juliano,De Trás Pra Frente (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,34,98,3388295,163089
29,spotify:track:3Na9gwLmFdEJH2l54AYwpk,"Lauana Prado, Zé Neto & Cristiano",Sombra Desconhecida - Ao Vivo,Universal Music Ltda.,23,30,10,3356344,160885
30,spotify:track:6u9tu5yRDTHpWlY86J1GDa,"Yasmin Santos, Simone Mendes",Nem a Pau (feat. Simone Mendes) - Ao Vivo,Sony Music Entertainment,16,16,9,3258410,161920
31,spotify:track:7Elw15XWLpOi4qzHyAwa9e,Gloria Groove,Nosso Primeiro Beijo - Ao Vivo,SB Music,18,32,13,3185949,168805
32,spotify:track:60wgnlVBEsyswrTB6pYiTi,amblu,Como Um Beijo,amblu,19,48,13,3183406,205973
33,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,33,37,15,3176340,210373
34,spotify:track:7tmvvRmUqzCRjRx9ub8K7i,Liniker,CAJU,BREU ENTERTAINMENT,34,128,2,3132349,266737
35,spotify:track:7pkpWcko6KEZANj0xKsCsu,Matheus & Kauan,Cronômetro - Ao Vivo,Universal Music Ltda (S&D),35,43,8,3113714,165301
36,spotify:track:2jHkMr2BWhEKKuMsg6jJSf,"Mc IG, MC Ryan SP, DJ Glenner, Mc Poze do Rodo, Oruam",Filha do Deputado,WM Brazil,12,52,9,3013354,371852
