rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6RzcNTnS02dnqoQMdTkQwi","Brenno & Matheus, DJ Ari SL","Descer Pra BC","New Music",1,2,5,"11137749"
2,"spotify:track:6s1kzj4EbhFLXbuAGJbhbn","MC Tuto, DJ Glenner","Barbie","Sonar Music",1,1,10,"10127098"
3,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",3,3,5,"9221835"
4,"spotify:track:0BUkQGUXgcvf3gdCWYbtnJ","Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, Mc Rodrigo do CN, MC K9, mc pl alves","Oh Garota Eu Quero Você Só Pra Mim.","Mainstreet Records",4,-1,1,"8780602"
5,"spotify:track:0NQyryTVbjGMtWMA1eSqIn","J. Eskine, Alef Donk","Resenha do Arrocha","Latin Brega by HITLAB Records",4,4,3,"8680717"
6,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,8,17,"8584065"
7,"spotify:track:4jUZymsR3lkia9wkP0o9cX","DJ TOPO, Mc Livinho","MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1","DJ TOPO",6,6,12,"7305141"
8,"spotify:track:5TOvA5Uhxti7FPh0EIdClV","MC LUUKY, DJ JB Mix","Malvadinho","EDITORA E GRAVADORA A BASE RECORDS",1,5,8,"7230544"
9,"spotify:track:3cwVKjzKSTfvacYJF6Tkub","Léo Foguete","Última Noite - Solo","Acertei Produções",5,9,11,"6931400"
10,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,7,13,"6909426"
11,"spotify:track:4FbYt9D0katV4nXZaC01Yt","Mc Negão Original, DJ Guh Mix, Mc Robert","Medley de Igaratá 3","Cria Hit BR",10,10,7,"6649941"
12,"spotify:track:3TnSAp3TfGMYptOqv234uK","MC Tuto, Grelo","Do Job","Sonar Music",12,12,6,"6577916"
13,"spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f","NATTAN, Léo Foguete","Última Noite","Nattan",13,24,10,"6506894"
14,"spotify:track:2gfn28JSINCJGLrUimmu0l","Jorge & Mateus","Cantada Boba - Ao Vivo","Som Livre",11,11,7,"6347533"
15,"spotify:track:6ukVCqH77f6cwRHyJBhGgy","Israel & Rodolffo","Arruma Um Bão","Som Livre",13,13,12,"6253437"
16,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Acertei Produções",16,22,8,"6187362"
17,"spotify:track:5DxPUI3cMU7EkayHlYLJCI","Maiara & Maraisa","Vai Lá - Ao Vivo em Goiânia","Work Show",4,20,13,"5457356"
18,"spotify:track:2KdyhL41F9solmRiyLQ3yl","Clayton & Romário","Sei Tocar Violão - Ao Vivo","WM Brazil",18,25,12,"5229425"
19,"spotify:track:44BehH5rk8B5K4OtRxqpez","MC Tuto, Oldilla","E Aí Como Que Tá ?","Sonar Music",10,15,13,"5164625"
20,"spotify:track:3H7eBmcTJyuEMStfmKuLmG","MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Kako","A Danada Me Ligando","Love Funk",1,14,17,"5114625"
21,"spotify:track:5rHhO6SBSzo3E9m3KHyCtt","Murilo Huff, Ana Castela","Peça Íntima","M Show",8,17,11,"5108139"
22,"spotify:track:4dGx53NJZJyuuLP5ownH1p","Wesley Safadão, Natanzinho Lima","Mentira Estampada","Wesley Safadao",21,21,14,"5066453"
23,"spotify:track:7HrDxxY2b7vOKxJHtqdXN6","Henry Freitas, Mc Th","Imã de Problema","Sony Music Entertainment",9,18,12,"4955758"
24,"spotify:track:63BroH3HiwxYD8T5qTZiJn","Gusttavo Lima","A Noite (La Notte) - Ao Vivo","Sony Music Entertainment",3,16,20,"4817285"
25,"spotify:track:2k7EhDUKXApmeYVew9xeDf","Eric Land, Natanzinho Lima","Pilantra e Meio","Eric Land",23,31,7,"4713787"
26,"spotify:track:1AM8pZn5uY89vkItAH5bm3","Felipe Araújo, Luan Pereira","Body Splash - Ao Vivo","Universal Music Ltda.",26,27,7,"4681122"
27,"spotify:track:4IlklRFZUgNQlwwW0PSLm7","Grelo, Henrique & Juliano","Paredões","Henrique & Juliano",23,23,4,"4551883"
28,"spotify:track:2drZGdAOxfE2KoMGTkidmq","MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael, MC LUUKY","365 Dias (Vida Mansa)","Legenda Records",9,19,13,"4523673"
29,"spotify:track:2cGRf9skACWnKRK1eLYBJn","Guilherme & Benuto","Sujeito Homem - Ao Vivo","Sony Music Entertainment",29,35,10,"4444154"
30,"spotify:track:6UzGpz33nYXa3gAEJ1mndV","Hugo & Guilherme, Maiara & Maraisa","O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo","Som Livre",10,37,21,"4409252"
31,"spotify:track:1RkyWVwtYMAChNGZYluilS","Felipe e Rodrigo","Banquinho (Ao Vivo)","MK Records",31,43,4,"4302050"
32,"spotify:track:5Bp7TFENcgsdLCL8fMOSKs","Supernova Ent, G.A, Ghard, Veigh, Niink","Adora a bunda, odeia o rosto (feat. Veigh & Niink)","Supernova Entertainment",32,44,2,"4264706"
33,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",26,33,36,"4199097"
34,"spotify:track:77X5UMAX4FjUx1aOaLqotz","Luan Santana","PARECE - Ao Vivo","Sony Music Entertainment",14,30,5,"4150345"
35,"spotify:track:7l9Tq5phzkLnhWUyfp702G","Kaique e Felipe, Luan Pereira","Saveiro","Sony Music Entertainment",1,32,22,"4143943"
36,"spotify:track:7pBPXkaVQaP3Y3Wwfkpvbn","Hugo & Guilherme, Wesley Safadão","Mentirosa - Ao Vivo","Som Livre",36,-1,1,"4098689"
37,"spotify:track:6YdJ2jJOo143KhXT9qvQVe","MC GP, MC Jvila, MC LUUKY, Dj Yuri Pedrada","300 no 7","MC GP & GR6",11,28,24,"4007970"
38,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",5,26,19,"3983987"
39,"spotify:track:7pkpWcko6KEZANj0xKsCsu","Matheus & Kauan","Cronômetro - Ao Vivo","Universal Music Ltda (S&D)",15,40,25,"3911440"
40,"spotify:track:4Do0PK6qXYO28ifX9Y1Cle","Kaique e Felipe","Solteiro Iniciante","Sony Music Entertainment",36,36,4,"3896840"
41,"spotify:track:2M2eRVCQbC3rHFSm9oT3YD","Luan Pereira, Léo Foguete","UM PALMO - Ao Vivo","Som Livre",41,86,2,"3795537"
42,"spotify:track:0prrifDVNELg91qIr1K4p2","CountryBeat, Mc Daniel","Pampa","AgroPlay",22,46,11,"3711258"
43,"spotify:track:2xTM0m9HD3gIqNSutA0LNJ","Jorge & Mateus, Henrique & Juliano","Xonei","Som Livre",3,41,19,"3634707"
44,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,57,96,"3486784"
45,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua (Ao Vivo)","MK Records",1,50,38,"3462933"
46,"spotify:track:7BLjPZwgbxQSLZ4rWbboJY","MC Joãozinho VT, MC Tuto, Deejhay RB","Vida de Artista","Sonar Music",12,42,13,"3407177"
47,"spotify:track:3sv5Da5mGwNvLDc6h3sVzq","MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk","A Bebê Quer Oque","Love Funk",24,29,6,"3323638"
48,"spotify:track:0GbvYZsvz7bWyijBDESebX","Simone Mendes","Mulher Foda - Ao Vivo","Universal Music Ltda.",10,55,24,"3207001"
49,"spotify:track:2MHQdlPaIcD49dJXHd6MYI","MC Marks, GringoBeats808","Hoje o Dia Tá Bonito","WM Brazil",39,47,10,"3164939"
50,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",8,34,12,"3045551"
51,"spotify:track:4DhDNNhIDdduS6nZMbSMbs","Mc Rodrigo do CN, DJ JOAO DA INESTAN","Amantes da Foda","Mc Rodrigo Do CN",51,61,9,"3042745"
52,"spotify:track:3FB06ULqN0WNUSQ3UaMZnF","blicko","Amor Na Praia","blicko",7,79,34,"2936916"
53,"spotify:track:7Elw15XWLpOi4qzHyAwa9e","Gloria Groove","Nosso Primeiro Beijo - Ao Vivo","SB Music",18,51,30,"2903434"
54,"spotify:track:6wLTQ0PQAsFaTf4SfBDyYc","Matheus Fernandes, Matheus & Kauan","Triplex - Ao Vivo","Som Livre",4,56,29,"2901597"
55,"spotify:track:5pd6ezOiCGn5wALw8HLMFW","Gusttavo Lima","Embaixador (Mãe)","Sony Music Entertainment",55,78,4,"2876349"
56,"spotify:track:2wXqRqVGiGB2fyy9eoPJbP","Mc Lele JP, MC Marks, MC Leozinho ZS, MC Joãozinho VT","Eu sou Cantor Não Sou Bandido","A Luz Records",19,39,13,"2870419"
57,"spotify:track:1noFyrFs89ASUPka2azbD9","Mc IG, MC Ryan SP, Mc Luki, MC PH, Mc Don Juan, Mc Poze do Rodo, MC Marks, MC GP, MC Tuto, TrapLaudo, MC LUUKY, Mc Kadu, Ja Rule","Let's Go 5","GR6 Music",17,38,5,"2827218"
58,"spotify:track:0hWzBcYtmwsL1TwByzjiUG","MC Joãozinho VT, Mc Negão Original, MC Tuto, Matheuszin DJ, Kako, MC Ryan SP","Boy Besta","Sonar Music",47,54,6,"2737361"
59,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",59,-1,7,"2707428"
60,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",22,62,15,"2668321"
61,"spotify:track:37QloSdzrjx2xCH0m65800","Gustavo Mioto, Grupo Menos É Mais","Nada Com Nada - Ao Vivo","Universal Music Ltda.",61,90,3,"2645069"
62,"spotify:track:7IFsTX5H1sWcEl8joV0IdD","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","THE BOX MEDLEY FUNK 2","Sony Music Entertainment",1,49,35,"2642220"
63,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",8,48,10,"2637869"
64,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,77,78,"2634499"
65,"spotify:track:4seW5sDVICaZw34NzrHPm0","Nuzio Medeiros, Henry Freitas, Kadu Martins","Tando","Nuzio Medeiros",65,80,2,"2587118"
66,"spotify:track:5CtXR89REICvEZljUEK8r1","DJ L30, MC Thaizinha","Do Jeito Que Você Mete","Conquista Records Agenciamento Artístico",10,45,14,"2561568"
67,"spotify:track:37bToUvlC32varJ3IT4XUE","Guilherme & Benuto, NATTAN","Fechando o Circo - Ao Vivo","Sony Music Entertainment",67,103,2,"2559414"
68,"spotify:track:6RjSXi9cPGroetXeNsWFGL","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","MTG QUEM NÃO QUER SOU EU","DJ TOPO",1,53,33,"2512671"
69,"spotify:track:6m51sam9gIqRMbJEKW4ADe","Grelo","De Graça ou Pagando","Henrique & Juliano",7,74,21,"2483878"
