rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2IDf0IZ9dfw0uDYV2n1bJc","Luan Santana, Ana Castela","DEJA VU","Sony Music Entertainment",1,2,4,"12055851"
2,"spotify:track:2sYFUcurlISdHlAsnYCEgD","Lauana Prado","Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo","Universal Music Ltda.",1,1,5,"10667300"
3,"spotify:track:2InS5VWKJQbsFBKOsf1cJB","Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7","Let's Go 4","GR6 Music",1,3,17,"9298240"
4,"spotify:track:00rxTS5TKv3oXpDA6nWfBi","JC NO BEAT, DJ F7, MC Meno Dani, Silva Mc","Maria Mariah","Tratto Entretenimentos",4,14,3,"8462459"
5,"spotify:track:35D06z7kmwMmYYbyJ0BkSm","Manu, Simone Mendes","Daqui pra Sempre","manuoficial",3,5,14,"7378973"
6,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,4,27,"7367705"
7,"spotify:track:7g7I8fjEERZH8DH3e6MUw7","Gusttavo Lima, Ana Castela","Canudinho - Ao Vivo","Sony Music Entertainment",2,6,18,"6881092"
8,"spotify:track:4YKujFSyakVjLdH1sDllVc","Simone Mendes","Dois Fugitivos - Ao Vivo","Universal Music Ltda.",5,8,16,"6271611"
9,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,10,45,"6137737"
10,"spotify:track:7DkhndGTKaqkFxxKN7XlAh","Guilherme & Benuto, Simone Mendes","Manda um Oi - Ao Vivo","Sony Music Entertainment",5,7,34,"6135535"
11,"spotify:track:1xjy8WRyYUkayJcyyWQpYe","Ana Castela, Gustavo Mioto","Fronteira - Ao Vivo","AgroPlay",11,13,7,"5984795"
12,"spotify:track:00ZKeP47bZtswtANkvxz2j","Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis","Baile do Bruxo","Tropa Do Bruxo",2,11,12,"5754079"
13,"spotify:track:3XIXklO3e0uWUAUkOR7NLI","Luan Pereira, Mc Daniel, MC Ryan SP","DENTRO DA HILUX","Som Livre",2,15,19,"5539802"
14,"spotify:track:6vq7r1Pqd3pyI07u63cPZV","Simone Mendes","Erro Gostoso - Ao Vivo","Universal Music Ltda.",3,12,49,"5501994"
15,"spotify:track:3S8M3mZGIc10IdtmNTsrjQ","Traia Véia, Murilo Huff","Eu Não Previ - Ao Vivo em Goiânia","Show Mix.",9,9,22,"5459509"
16,"spotify:track:2twZl1jsRbJRTNCE6VB6eW","Chefin, Mainstreet, LB Único","10 Carros","Mainstreet Records",8,17,6,"5265786"
17,"spotify:track:697gwO5YoSGVAnlfREIZll","MC PH, Borges, WIU, Pedro Lotto, WEY","Tenho Que Me Decidir","GR6 Music",9,18,5,"5261568"
18,"spotify:track:5v1Fjk1RDKGqxwNOzGDewL","Zé Felipe, Luan Pereira, DENNIS","Então Vai","Som Livre",18,23,5,"4973221"
19,"spotify:track:6zFpImDYig0CQhLL2NIfyN","AgroPlay, Ana Castela","Nosso Quadro","AgroPlay",1,16,48,"4952623"
20,"spotify:track:0oQCRjrWGvkqkdf82UlXI3","PEDRO SAMPAIO","POCPOC","WM Brazil",20,25,5,"4888987"
21,"spotify:track:7G2yGMHlcPPTCDhMrAaMyZ","Ana Castela","Tô Voltando - (Boiadeira Internacional)","AgroPlay",16,20,19,"4509385"
22,"spotify:track:3dA58LbGkY9CIEPyT7yAEZ","Gusttavo Lima, Hugo & Guilherme","Torce o Olho - Ao Vivo","Sony Music Entertainment",22,39,7,"4457684"
23,"spotify:track:4Z2i41GDQyu3KRpBavEnyR","Ana Castela","Solteiro Forçado - Boiadeira Internacional","AgroPlay do Brasil",3,19,26,"4441872"
24,"spotify:track:7MLX5VV97CcXIpH2QUIy13","GREGO, Paulo Pires, ÉaBest","Pane no Sistema","ÉaBest",8,21,12,"4420655"
25,"spotify:track:64CovjRwInpOJW4PiGMprY","MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho","Faz um Vuk Vuk (Teto Espelhado)","MC Kevin o Chris",1,28,24,"4372564"
26,"spotify:track:7vCtJ5u7dFM4tAWtgFf4l8","Murilo Huff","Anestesiado - Ao Vivo","M Show",26,26,7,"4257824"
27,"spotify:track:53PpijFATt35Zxfl6LTxoK","Marília Mendonça","Leão","Som Livre",1,22,56,"4242338"
28,"spotify:track:0wuj2T6IZtotux1Jjluo7m","Léo Santana, Zé Felipe","Cama Repetida","Universal Music Ltda.",23,29,7,"4129200"
29,"spotify:track:6C4nUySvjSQWoZamSKJBqH","Gusttavo Lima, Matheus & Kauan","Mala dos Porta-Mala - Ao Vivo","Sony Music Entertainment",8,27,25,"4040568"
30,"spotify:track:7dKqPh21HpsysZvRWyNeM1","Isadora Pompeo","Bênçãos Que Não Têm Fim (Counting My Blessings)","Sony Music Entertainment",10,30,8,"3937981"
31,"spotify:track:0fABszUFNbNq9IW503Gj8v","DENNIS, MC Kevin o Chris","Tá OK","Sony Music Entertainment",1,38,33,"3853820"
32,"spotify:track:0QcKkN8b4iVkmVsbaze8OS","Henrique & Juliano","Devia Ser Proibido (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",24,24,23,"3831807"
33,"spotify:track:23IebZSNZ8VzwUr4rJNGRG","Luan Santana","MEIO TERMO - Ao Vivo","Sony Music Entertainment",10,33,30,"3761158"
