rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6s1kzj4EbhFLXbuAGJbhbn","MC Tuto, DJ Glenner","Barbie","Sonar Music",1,1,5,"12626234"
2,"spotify:track:3D06dCZbYilOFAB8kR5tYF","MC LUUKY, DJ JB Mix","Malvadinho","EDITORA E GRAVADORA A BASE RECORDS",2,7,3,"8638046"
3,"spotify:track:1wubETHu3SeJHfbz9itEH0","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,2,8,"8091120"
4,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,5,12,"7408492"
5,"spotify:track:3EJfFRgtbIYzBQdlc6PO9V","Maiara & Maraisa","Vai Lá - Ao Vivo em Goiânia","Work Show",4,4,8,"7381888"
6,"spotify:track:63BroH3HiwxYD8T5qTZiJn","Gusttavo Lima","A Noite (La Notte) - Ao Vivo","Sony Music Entertainment",3,3,15,"7169084"
7,"spotify:track:3H7eBmcTJyuEMStfmKuLmG","MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Kako","A Danada Me Ligando","Love Funk",1,6,12,"6428035"
8,"spotify:track:4jUZymsR3lkia9wkP0o9cX","DJ TOPO, Mc Livinho","MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1","DJ TOPO",8,10,7,"6248249"
9,"spotify:track:3Na05ukzM1l7QXBqQmWyfo","Léo Foguete","Última Noite - Solo","Acertei Produções",5,9,6,"6187071"
10,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",8,8,7,"6052363"
11,"spotify:track:5rHhO6SBSzo3E9m3KHyCtt","Murilo Huff, Ana Castela","Peça Íntima","M Show",8,12,6,"5640270"
12,"spotify:track:44BehH5rk8B5K4OtRxqpez","MC Tuto, Oldilla","E Aí Como Que Tá ?","Sonar Music",12,17,8,"5351288"
13,"spotify:track:2drZGdAOxfE2KoMGTkidmq","MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael, MC LUUKY","365 Dias (Vida Mansa)","Legenda Records",9,14,8,"4983456"
14,"spotify:track:6ukVCqH77f6cwRHyJBhGgy","Israel & Rodolffo","Arruma Um Bão","Som Livre",14,24,7,"4779614"
15,"spotify:track:2plbrEY59IikOBgBGLjaoe","Lady Gaga, Bruno Mars","Die With A Smile","Interscope",5,11,14,"4774253"
16,"spotify:track:5rIv8Ya5G1bLQoXwIKTn80","MC LUUKY, Oldilla","Nem Ligo Pro Amor","EDITORA E GRAVADORA A BASE RECORDS",15,15,11,"4714197"
17,"spotify:track:6Qc9EMIMMBGSJUsyKZYOoR","Luan Santana","CERTEZA - Ao Vivo","Sony Music Entertainment",17,48,4,"4700142"
