rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0BUkQGUXgcvf3gdCWYbtnJ","Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, Mc Rodrigo do CN, MC K9, mc pl alves","Oh Garota Eu Quero Você Só Pra Mim.","Mainstreet Records",1,1,3,"11230012"
2,"spotify:track:7HrDxxY2b7vOKxJHtqdXN6","Henry Freitas, Mc Th","Imã de Problema","Sony Music Entertainment",2,16,14,"9751529"
3,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",3,4,7,"9483633"
4,"spotify:track:2k7EhDUKXApmeYVew9xeDf","Eric Land, Natanzinho Lima","Pilantra e Meio","Eric Land",4,11,9,"8262971"
5,"spotify:track:6s1kzj4EbhFLXbuAGJbhbn","MC Tuto, DJ Glenner","Barbie","Sonar Music",1,3,12,"7658114"
6,"spotify:track:4seW5sDVICaZw34NzrHPm0","Nuzio Medeiros, Henry Freitas, Kadu Martins","Tando","Nuzio Medeiros",6,40,4,"7301576"
7,"spotify:track:6RzcNTnS02dnqoQMdTkQwi","Brenno & Matheus, DJ Ari SL","Descer Pra BC","New Music",1,2,7,"6868911"
8,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,5,19,"6672644"
9,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Acertei Produções",6,6,10,"6478132"
10,"spotify:track:0NQyryTVbjGMtWMA1eSqIn","J. Eskine, Alef Donk","Resenha do Arrocha","Latin Brega by HITLAB Records",4,7,5,"6121112"
11,"spotify:track:0UGGLKM970ymsBBN5TKjsD","MC Tuto, DJ Oreia","2025","Sonar Produtora",11,39,2,"5942456"
12,"spotify:track:3cwVKjzKSTfvacYJF6Tkub","Léo Foguete","Última Noite - Solo","Acertei Produções",5,9,13,"5628368"
13,"spotify:track:3TnSAp3TfGMYptOqv234uK","MC Tuto, Grelo","Do Job","Sonar Music",12,12,8,"5610503"
14,"spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f","NATTAN, Léo Foguete","Última Noite","Nattan",8,8,12,"5433570"
15,"spotify:track:5TOvA5Uhxti7FPh0EIdClV","MC LUUKY, DJ JB Mix","Malvadinho","EDITORA E GRAVADORA A BASE RECORDS",1,10,10,"5189164"
16,"spotify:track:4jUZymsR3lkia9wkP0o9cX","DJ TOPO, Mc Livinho","MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1","DJ TOPO",6,13,14,"5011137"
17,"spotify:track:7pBPXkaVQaP3Y3Wwfkpvbn","Hugo & Guilherme, Wesley Safadão","Mentirosa - Ao Vivo","Som Livre",17,27,3,"4919216"
18,"spotify:track:2KdyhL41F9solmRiyLQ3yl","Clayton & Romário","Sei Tocar Violão - Ao Vivo","WM Brazil",18,26,14,"4890773"
19,"spotify:track:2gfn28JSINCJGLrUimmu0l","Jorge & Mateus","Cantada Boba - Ao Vivo","Som Livre",11,14,9,"4677891"
20,"spotify:track:4FbYt9D0katV4nXZaC01Yt","Mc Negão Original, DJ Guh Mix, Mc Robert","Medley de Igaratá 3","Cria Hit BR",10,15,9,"4644242"
21,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,17,15,"4640526"
