rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7IFsTX5H1sWcEl8joV0IdD","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","THE BOX MEDLEY FUNK 2","Sony Music Entertainment",1,2,13,"7419538"
2,"spotify:track:6W196uVRkmQFHbc1XV8DNk","CountryBeat, Félix, Léo Souzza","Sonho Dela (Cowboy)","CountryBeat",1,1,11,"7373165"
3,"spotify:track:0HDMisLsuGNml98Xq7atpm","Luan Santana, Luan Pereira","EU SOU SENTIMENTO","Sony Music Entertainment",3,4,7,"6714029"
4,"spotify:track:1NcqLEg2r2LXqMVbam2BJD","Matheus Fernandes, Matheus & Kauan","Triplex - Ao Vivo","Som Livre",4,5,7,"6477809"
5,"spotify:track:6RjSXi9cPGroetXeNsWFGL","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","MTG QUEM NÃO QUER SOU EU","DJ TOPO",1,3,11,"6280282"
6,"spotify:track:5QpcLTQjh0qO7OIuR9q8IR","Gusttavo Lima","Morar Nesse Motel","Sony Music Entertainment",6,11,4,"6080449"
7,"spotify:track:5496lks6V3fh1mZAB6IAap","Sevdaliza, Pabllo Vittar, Yseult","Alibi (with Pabllo Vittar & Yseult)","Twisted Elegance",7,9,4,"5621567"
8,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua (Ao Vivo)","MK Records",1,10,16,"5611233"
9,"spotify:track:0agjQg7eWrwFtqBQRKu1CX","Zé Neto & Cristiano, Ana Castela","Foi Intenso - Ao Vivo","Som Livre",5,6,12,"5537926"
10,"spotify:track:7ldcYtMOjtX1eFVEYzj2kJ","Luísa Sonza, KayBlack","Sagrado Profano","Sony Music Entertainment",2,8,9,"5281916"
11,"spotify:track:106SKHXoytRADjpxHBkJpV","dj sv, Doug Hits, Manim Vaqueiro","Mtg Forró e Desmantelo","Doug Filmes",1,7,14,"5220153"
12,"spotify:track:6mTpK40yIRk1xGGNvRMHGg","Murilo Huff, Gustavo Mioto","Me Caiu Tão Bem - Ao Vivo","M Show",12,12,7,"4981934"
13,"spotify:track:5Qqpplbu8ROd71c0brQxyy","Mc IG, MC Ryan SP, DJ Glenner, Mc Poze do Rodo, Oruam","Filha do Deputado","WM Brazil",12,13,4,"4794746"
14,"spotify:track:368hYqtNCKCAeUduMoSHhh","Clayton & Romário","Aproveita - Ao Vivo","Virgin Music Label And Artist Services (S&D)",14,24,6,"4512484"
15,"spotify:track:6gjsnEQxLqVkieeloQTozN","Lou Garcia, Dj Luan Gomes","Não Fosse Tão Tarde - MTG Remix","Universal Music Ltda.",15,28,4,"4466194"
16,"spotify:track:5GV7OpSEb8MPTryL0Q5i6c","DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles","Mtg Quero Te Encontrar","Tropa do Serrão",1,14,20,"4412422"
17,"spotify:track:3kBYuWrGtx1tSHjzr0vlZh","Mc IG, Murillo e LT no Beat, DJ Glenner","Sorriso no Rosto","WM Brazil",3,17,8,"4219881"
18,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",18,-1,1,"4193935"
19,"spotify:track:6FllOXq1UDCFDt1V4YvN3K","Mc Daniel, DJ WN, Dj GM","Vamo de Pagodin","Lyons Produções",16,16,10,"4186736"
20,"spotify:track:1CpneInvFvGYcDVU4CCDgI","Ana Castela","Minha Herança - Ao Vivo","AgroPlay",17,19,8,"4111934"
21,"spotify:track:6X6jKoyw1OjogRghMEQAZV","Jorge & Mateus, Lauana Prado","Haverá Sinais - Ao Vivo","Som Livre",2,26,22,"4095208"
22,"spotify:track:6hNREzgHbVM5AkGwP4SPmU","Luan Pereira, Murilo Huff","FALTA DE QUÊ?","Som Livre",4,15,10,"4079881"
23,"spotify:track:7Elw15XWLpOi4qzHyAwa9e","Gloria Groove","Nosso Primeiro Beijo - Ao Vivo","SB Music",18,20,8,"4044367"
24,"spotify:track:7JMtl41kGPDlzxsH3FkkqD","Dj Luan Gomes, Tropa da W&S","MTG QUERO VER SE VOCÊ TEM ATITUDE","PDF Records / W&S Music",4,18,10,"4041462"
25,"spotify:track:0w7vodPWFEcuEYvWpbNbOu","WIU","Rainha da Finesse","30PRAUM",25,42,3,"4006607"
26,"spotify:track:2o4hr5HCAKShrbFtmxm7Dg","Manu, Guilherme & Benuto","Torre Eiffel - Ao Vivo","manuoficial",17,22,21,"3959450"
27,"spotify:track:3Na9gwLmFdEJH2l54AYwpk","Lauana Prado, Zé Neto & Cristiano","Sombra Desconhecida - Ao Vivo","Universal Music Ltda.",23,23,5,"3843526"
28,"spotify:track:6cFW2FPaUL4YRJfS9zFJaV","Simone Mendes","Dois Tristes - Ao Vivo","UME - Global Clearing House",4,25,21,"3827687"
29,"spotify:track:2ZI7HOZoBqrV3lFlHKJshI","Zé Neto & Cristiano, Luan Santana","Melação - Ao Vivo","Som Livre",29,46,2,"3740053"
