rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7yRlmQTjZ5pdtlq7ska9mj","Veigh, Supernova Ent","Artista Genérico","Supernova Entertainment",1,3,2,"7970286"
2,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,1,8,"7659454"
3,"spotify:track:7EknynLJTt9YMm1HL37s5D","Grupo Menos É Mais, Simone Mendes","P do Pecado - Ao Vivo","Som Livre",1,2,10,"7629710"
4,"spotify:track:6Emsu0BaMpG0ilZCRT8KHZ","Diego & Victor Hugo","Tubarões - Ao Vivo","Sony Music Entertainment",1,4,21,"6633931"
5,"spotify:track:2GylVVMD21R4SqgAt8gGC5","Felipe Amorim, Vitão, BIN, Malibu","Eu Vou na Sua Casa","One Play",5,9,3,"5905056"
6,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,6,35,"5717833"
7,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","WM Brazil",4,5,7,"5465478"
8,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,12,45,"4533541"
9,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,10,41,"4320418"
10,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,8,43,"4109571"
11,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,11,7,"3993900"
12,"spotify:track:1jxQFCC0ukN7AaUwXWK0N8","DJ Biel Divulga, DJ Dozabri, Mc Lekão","Tipo Nino Vs Kabrinha","Mandela Music",5,7,5,"3956044"
13,"spotify:track:3R8dmcSyROSR73XsdeSd7g","Clayton & Romário","Opa Cadê Eu - Ao Vivo","WM Brazil",4,14,22,"3734215"
14,"spotify:track:4EVIYtNeI4O8h0lmE0wycC","Mc Pedrinho, Teko Bolado, Rizzi Get Busy, Tropa da W&S","Encosta na Parede","WMD",14,18,8,"3664630"
