rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4uqJelb9THHmJ3OCohg4ZJ","AgroPlay, Ana Castela","Nosso Quadro","AgroPlay",1,1,13,"9476509"
2,"spotify:track:3PH1nUysW7ybo3Yu8sqlPN","Israel & Rodolffo, Mari Fernandez","Seu Brilho Sumiu - Ao Vivo","Som Livre",2,4,9,"7921935"
3,"spotify:track:51pxwIxDVCbFHW8oyJFQXD","Simone Mendes","Erro Gostoso - Ao Vivo","Universal Music Ltda.",3,3,14,"7644132"
4,"spotify:track:3ktTWpYdXrYApH54cBo4Ap","Matuê, Rich The Kid","Conexões de Máfia (feat. Rich The Kid)","Sony Music Entertainment",4,-1,1,"7440205"
5,"spotify:track:2K9kZpwD2CzTa6iiSYYOoO","Marília Mendonça","Leão","Som Livre",1,2,21,"7194400"
6,"spotify:track:3mzbab4H0iZYkHggSEj0UX","Zé Neto & Cristiano","Oi Balde - Ao Vivo","Som Livre",3,5,11,"6933381"
7,"spotify:track:2LTlykcdu0gwb7zcKneo2a","KayBlack, Baco Exu do Blues, Marquinho no Beat","Melhor Só","WM Brazil",3,6,5,"6283157"
8,"spotify:track:4sqpSDnTrbS8v7RMNCUyqS","Matheus & Kauan, Mari Fernandez","Não Vitalício (Nunca Mais) - Ao Vivo","Universal Music Ltda.",7,7,13,"6129134"
9,"spotify:track:0JIYoXtJfORxI6gRpHv6ZW","Henrique & Juliano","Traumatizei (Ao Vivo Em Brasília)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",6,8,13,"6056887"
10,"spotify:track:0SCMVUZ21uYYB8cc0ScfbV","Israel & Rodolffo, Ana Castela","Bombonzinho - Ao Vivo","Som Livre",1,9,26,"5930549"
11,"spotify:track:0redQHBfejmPUhonR5ppGC","Guilherme & Benuto, Ana Castela, Adriano Rhod","Duas Três","Sony Music Entertainment",9,10,12,"5804128"
12,"spotify:track:5v8EhStRWlvoY2qbcZR5R2","Hugo & Guilherme","Mágica - Ao Vivo","Som Livre",11,12,5,"5111544"
13,"spotify:track:156LKAN2oh16qflL5oz4tO","MC PH","Os Bico Tão Se Perguntando (Let’s Go 3)","GR6 Music",11,11,4,"4944160"
14,"spotify:track:3o4wcB1Y6xC62eF02n9RSZ","Luan Pereira, MC Ryan SP","ELA PIROU NA DODGE RAM","Som Livre",14,17,7,"4894299"
15,"spotify:track:0ZAL7RbP2FsM3rObV60o7T","Clayton & Romário, Luan Santana","Namorando Ou Não - Ao Vivo","Virgin Music Label And Artist Services (S&D)",15,15,8,"4862086"
16,"spotify:track:4ASA1PZyWGbuc4d9N8OAcF","Gustavo Mioto, Mari Fernandez","Eu Gosto Assim - Ao Vivo","Universal Music Ltda.",1,18,33,"4492026"
