rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1IJH7QjV5V99eJBtKXqGXE","Zé Neto & Cristiano","Largado Às Traças - Ao Vivo","Som Livre",1,3,15,"2893500"
2,"spotify:track:2Ab1wPTEqulaCGoBak1gUo","Matheus & Kauan, Anitta","Ao Vivo E A Cores","Universal Music Ltda.",1,1,16,"2886435"
3,"spotify:track:5U28PY9MekLyCBYtLHGQpe","Melim","Meu Abrigo","Universal Music Ltda.",3,5,14,"2660952"
4,"spotify:track:4xc6RrWzEOdprPqYn9Cyen","DENNIS, MC G15","Só Você","Sony Music Entertainment",4,7,5,"2595823"
5,"spotify:track:74n5d5M21JnC4WJ6gdkggK","Jorge & Mateus","Propaganda - Ao Vivo","Som Livre",2,4,27,"2544751"
6,"spotify:track:7ppLcVgxpoWAhAa2c0CN3b","Ananda, Joker Beats","Quero Que Tu Vá","Universal Music Ltda.",6,6,5,"2440940"
7,"spotify:track:4R5xvs5X0phd0EYWyGigju","Anitta","Medicina","WM Brazil",1,2,6,"2393036"
8,"spotify:track:2odzriVVZBwYOiYJEj30tm","Clau, Cortesia Da Casa, Haikaiss","Pouca Pausa","Universal Music Ltda.",8,8,11,"2233470"
9,"spotify:track:2H1liABu20HXBOmbt5SQz1","Marília Mendonça","Ciumeira - Ao Vivo","Som Livre",9,-1,1,"2042170"
10,"spotify:track:0RBOFW5424gCCCZrgECbt6","Wesley Safadão, Anitta","Romance Com Safadeza","Som Livre",4,9,20,"2012299"
11,"spotify:track:6yxYagNp6Gapd7jXmWzgVc","Marília Mendonça, Maiara & Maraisa","A Culpa É Dele - Ao Vivo | Acústico","Som Livre",8,12,25,"1925255"
12,"spotify:track:5Vw6ZLNB6Ko7VZM6vmNIbr","Diego & Victor Hugo, Henrique & Juliano","O Alvo (feat. Henrique & Juliano) - Ao Vivo","Sony Music Entertainment",12,16,32,"1895009"
13,"spotify:track:2JVbZEpewmqNlSzmXJTx2E","Alok, Ina Wroldsen","Favela","Syco Music UK",13,27,2,"1891996"
14,"spotify:track:76KDy62J99FKu6ZsxMJy3j","MC Kekel, MC Rita","Amor de Verdade","KondZilla",1,15,22,"1832545"
15,"spotify:track:6tuzPD1zPPvwMbGiD0TBay","MC WM","Fuleragem","WM Brazil",4,11,26,"1822884"
16,"spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ","Drake","In My Feelings","Cash Money/Drake LP6",5,13,9,"1821672"
17,"spotify:track:3MxbRHE1u74SoMNR9iURIZ","MC Bruninho","Jogo do Amor","Thiago Gravações",3,10,16,"1772011"
18,"spotify:track:1fyhyOy6iS9E2NckAzjmTo","Zé Neto & Cristiano","Status Que Eu Não Queria - Ao Vivo","Som Livre",6,18,15,"1743128"
19,"spotify:track:2qkNnJvQvhLiZ63X1L3eFz","Zé Neto & Cristiano","Notificação Preferida - Ao Vivo","Som Livre",19,25,11,"1623727"
20,"spotify:track:00zzSEe82JTtz68XlARnh7","Aldair Playboy","Amor Falso","Valmir Mendonça Promoções",1,19,20,"1576940"
21,"spotify:track:5AQNVgt7BKHKRhrNFFgSPF","Marcos & Belutti, Matheus & Kauan","Siga a Seta (feat. Matheus & Kauan) - Ao Vivo","Sony Music Entertainment",21,98,3,"1569066"
22,"spotify:track:3IfctMaf2sfvlSLRa42Cna","Vitor Kley","O Sol","Midas Music",9,17,25,"1562294"
23,"spotify:track:0sMgOV0KurBXvZ4G5AJj4X","Pabllo Vittar","Problema Seu","Mataderos ltda.",20,20,3,"1554023"
24,"spotify:track:4kiauw5SBqEsu5GuGD09aM","MC Thin, MC Alexandre","Novinha Você É uma Flor","Produtora X",20,22,9,"1544937"
25,"spotify:track:3UxbT06Mz8aTJbHYYIxwkI","Gusttavo Lima","Mundo de Ilusões - Ao Vivo","Som Livre",19,24,16,"1530842"
26,"spotify:track:4JPSfCXQe6kDliMIJTqISW","Gustavo Mioto, Anitta","Coladinha Em Mim - Ao Vivo","Universal Music Ltda.",8,40,37,"1430073"
27,"spotify:track:78Q2gghkt8iLJ7J0Uc4QYb","LUDMILLA, Mc Doguinha, MC Pupio","Din Din Din (Participação especial de MC Pupio e MC Doguinha)","WM Brazil",4,14,13,"1396365"
28,"spotify:track:4cnNrOojGyU6J3OXqVTPIg","Mc Kevin, Mc Davi, Perera DJ","Pra Inveja É Tchau","GR6 Music",28,32,9,"1392420"
29,"spotify:track:5OCJzvD7sykQEKHH7qAC3C","Ariana Grande","God is a woman","Republic Records",14,23,7,"1376804"
30,"spotify:track:7JdZZfozlODQ08ATf8xIZ6","Gustavo Mioto, Jorge & Mateus","Anti Amor - Ao Vivo","Universal Music Ltda.",7,21,37,"1367503"
31,"spotify:track:3HEb6Y5dv8PgD6JgsIQNac","Zé Neto & Cristiano","Bebida Na Ferida - Ao Vivo","Som Livre",29,31,15,"1358272"
32,"spotify:track:5rq31V6YJVklhB7HxXn9I8","Felipe Araújo","Amor Da Sua Cama","Universal Music Ltda.",7,33,44,"1340043"
33,"spotify:track:3fLqmaO4vvZpFZSZy52VMp","Lagum, Ana Gabriela","Deixa (feat. Ana Gabriela)","Sony Music Entertainment",28,30,12,"1327587"
34,"spotify:track:5ReZ4aO1vRnzhxINvPiGJD","Fernando & Sorocaba","Cada um na Sua - Ao Vivo","F&S Produções Artísticas ltda.",34,41,4,"1324142"
35,"spotify:track:1XVN2BVHfKUUcMH0jxSRZ5","Jão","Vou Morrer Sozinho","Universal Music Ltda.",35,46,3,"1315731"
36,"spotify:track:2cbMXc0P5s271VwZOUk1Gb","Zé Neto & Cristiano","Mulher Maravilha - Ao Vivo","Som Livre",31,36,7,"1299026"
37,"spotify:track:2PADJK4rhdklqFLQFa5oMX","Atitude 67","Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo Em São Paulo / 2017","Universal Music Ltda.",15,34,36,"1248979"
38,"spotify:track:2dmGj5Nf01FcR6N4HPzAbL","Yasmin Santos","Saudade Nível Hard","Sony Music Entertainment",38,83,3,"1203382"
39,"spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","Dynoro, Gigi D'Agostino","In My Mind","Columbia/B1 Recordings",39,47,4,"1183656"
40,"spotify:track:5qjMyKkmosPBws5cImS9Zz","Jorge & Mateus","Trincadinho - Ao Vivo","Som Livre",7,29,27,"1180866"
41,"spotify:track:3A1LphuJ5lQD6NjPtxtYFh","Henrique & Juliano","Aquela Pessoa (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",41,45,58,"1173924"
42,"spotify:track:0uwaiApk6k7k9POyFjTKeR","Matheus & Kauan","Tô Com Moral No Céu! - Ao Vivo","Universal Music Ltda.",5,28,32,"1167855"
43,"spotify:track:6wXYGqXCLtEHx4VDb2TPcM","Gusttavo Lima","Apelido Carinhoso","Sony Music Entertainment",2,44,39,"1158585"
44,"spotify:track:37erXXnh4mlWE7mdO6EYOp","Marília Mendonça","Ausência - Ao Vivo | Acústico","Som Livre",38,51,24,"1148148"
45,"spotify:track:6etab3UBCo5GOTMZqUvRka","MC Kevinho, Simone & Simaria","Ta Tum Tum","Universal Music Ltda.",1,26,31,"1140580"
46,"spotify:track:4Tbzfb4LmjxctKOTPfgWGV","Jerry Smith","Vou Falar Pra Tu","Produtora X",46,156,4,"1132063"
47,"spotify:track:2OUffBn30YvuPbZ0SmBgNs","LUDMILLA","Jogando sujo","WM Brazil",37,37,5,"1081196"
48,"spotify:track:3Cabw7y9EoR68v7dBS76HQ","Ferrugem","Pirata e tesouro - Ao vivo","WM Brazil",21,43,31,"1079182"
49,"spotify:track:3bR8wBqLky6b61ROJlaBEF","ANAVITÓRIA","Ai, Amor","Universal Music Ltda.",32,38,4,"1075733"
50,"spotify:track:5nqehpNGoRAz4wUFK3wT9k","Nego do Borel, Rennan da Penha","Me Solta","Sony Music Entertainment",26,42,12,"1054020"
51,"spotify:track:0PaAB17axL9hn88mHiw8g0","Humberto & Ronaldo, Jerry Smith","Não Fala Não pra Mim","Humberto e Ronaldo",51,57,8,"1039498"
52,"spotify:track:0vT797IpZpF5o1XLCnWCUL","Ferrugem, Bruno Cardoso","É natural (Participação especial de Bruno Cardoso) - Ao vivo","WM Brazil",52,144,3,"1027271"
53,"spotify:track:7fa9MBXhVfQ8P8Df9OEbD8","Maroon 5, Cardi B","Girls Like You (feat. Cardi B) - Cardi B Version","Interscope Records*",45,66,13,"983221"
54,"spotify:track:1xyVMQx51Kab6eLVtE6twx","Lauana Prado, Maiara & Maraisa","Cobaia","Universal Music Ltda.",54,85,3,"973749"
55,"spotify:track:4OafepJy2teCjYJbvFE60J","Ariana Grande","breathin","Republic Records",39,39,2,"942273"
56,"spotify:track:0kCqaybZgYcLYxzZymmBoc","Henrique & Juliano","Quem Pegou, Pegou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",56,-1,1,"940283"
57,"spotify:track:2ozsutWRgcaZKJsQ6DvFFv","Luan Santana","MC Lençol e DJ Travesseiro","Som Livre",57,142,12,"935569"
58,"spotify:track:0aZfIiaO3b2HTNxZ3sv1cg","Luísa Sonza","Devagarinho","Universal Music Ltda.",58,69,8,"928849"
59,"spotify:track:74gguwbBvfBTurNJUWFOsC","Zé Neto & Cristiano","Largado As Traças - Acústico","Som Livre",1,60,30,"925254"
60,"spotify:track:4uD7ypL7pDmOiMiVX6TCCa","Mc IG","3 Dias Virado","GR6 Music",35,65,28,"918803"
61,"spotify:track:0lCmp1Mws7I9K4a0OAgces","Mano Walter","Juramento do Dedinho","Som Livre",52,64,17,"909734"
