rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:2MZQAvsA7aZDssppBLRxYp","Israel & Rodolffo","Batom de Cereja - Ao Vivo","Som Livre",1,1,10,"8807171"
2,"spotify:track:2Gjt4rUHBUH0rMKpBg0hF4","Malu, DJ Lucas Beat","Disco Arranhado - Funk Remix","Universal Music Ltda.",2,2,6,"6735291"
3,"spotify:track:58pgi1RpcU2fVJsxhm7BIr","Raí Saia Rodada","Tapão Na Raba","Som Livre",1,3,11,"5814333"
4,"spotify:track:1ere9b9vDw2N3m9d4uiXxa","Diego & Victor Hugo, Bruno & Marrone","Facas - Ao Vivo","Sony Music Entertainment",3,4,26,"5390002"
5,"spotify:track:7EWXP47VlXKO3r7mNxuWHw","Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu","Wesley Safadao",1,5,22,"5303633"
6,"spotify:track:2QLbRVzixE282JSQjBz2DG","Alok, Mc Don Juan, Dj GBR","Liberdade (Quando o Grave Bate Forte)","GR6 Music",6,49,2,"4822814"
7,"spotify:track:2SUPbyD77tJuOUbqbxct6l","Os Barões Da Pisadinha, Jorge","Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","Sony Music Entertainment",7,8,8,"4689696"
8,"spotify:track:2nZj5YymF54qhAu7RneVP6","Hugo & Guilherme","Coração Na Cama - Ao Vivo","Som Livre",5,6,20,"4598726"
9,"spotify:track:158ukl5rih76dOEsp0I91H","Jorge & Mateus","Paradigmas","Som Livre",7,7,12,"4251830"
10,"spotify:track:7cgF1aSGBXWlTgNbon3g2p","DJ Ivis, Tarcísio do Acordeon","Esquema Preferido","DJ Ivis",1,-1,13,"4105403"
11,"spotify:track:07AQkmp456NpEnT8HR7WLy","Teto, Matuê","M4","30PRAUM",6,12,17,"3851365"
12,"spotify:track:7GLWWrk1YlkPYqJK3ynIA0","Jorge & Mateus","Lance Individual","Som Livre",4,10,22,"3603390"
13,"spotify:track:1HoapWs5KcMzs8QYdgg9Kt","Xand Avião, DJ Ivis, Mc Danny","Não Pode Se Apaixonar","Som Livre",13,20,7,"3583101"
14,"spotify:track:4Ls13Ag4SWnniiX4QLRltL","Vitor Fernandes","Acaso","Sua Música",13,13,10,"3452696"
15,"spotify:track:5m5aY6S9ttfIG157xli2Rs","Zé Neto & Cristiano","Alô Ambev (Segue Sua Vida) - Ao Vivo","Som Livre",4,9,33,"3443665"
16,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",15,15,3,"3412913"
17,"spotify:track:4AAIAVjSyiq1N7SXKkwXZe","Marília Mendonça","Troca de Calçada","Som Livre",7,11,11,"3383946"
18,"spotify:track:5glMxRMRHGBRj6bydBjoPM","PEDRO SAMPAIO, Daniel Caon, Wesley Safadão","FALA MAL DE MIM","WM Brazil",13,16,11,"3373869"
19,"spotify:track:2pBEAodCImE4LgbKAG4bfz","Bruno & Marrone, Wesley Safadão","Último Beijo","Worldshow Promoções e Eventos",14,14,19,"3222650"
20,"spotify:track:0DlHQxrVijRqVUfuS6PKaY","DENNIS, Xamã, LUDMILLA","Deixa de Onda (Porra Nenhuma)","Sony Music Entertainment",17,17,12,"3195520"
21,"spotify:track:1Cqg0nJOZRyvltkof8tjqA","Simone & Simaria","Foi Pá Pum","UME - Global Clearing House",13,18,20,"3137390"
22,"spotify:track:5gTgQBtNP08fUijxpEgmzF","Matheus & Kauan","É Problema","Universal Music Ltda.",19,19,22,"3033579"
