rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6RjSXi9cPGroetXeNsWFGL","DJ TOPO, Seu Jorge, Mc Leozin, MC G15","MTG QUEM NÃO QUER SOU EU","DJ TOPO",1,2,7,"8168360"
2,"spotify:track:106SKHXoytRADjpxHBkJpV","dj sv, Doug Hits, Manim Vaqueiro","Mtg Forró e Desmantelo","Doug Filmes",1,1,10,"7788436"
3,"spotify:track:3kBYuWrGtx1tSHjzr0vlZh","Mc IG, Murillo e LT no Beat, DJ Glenner","Sorriso no Rosto","WM Brazil",3,6,4,"7574106"
4,"spotify:track:7IFsTX5H1sWcEl8joV0IdD","THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia","THE BOX MEDLEY FUNK 2","Sony Music Entertainment",2,4,9,"7495206"
5,"spotify:track:7ldcYtMOjtX1eFVEYzj2kJ","Luísa Sonza, KayBlack","Sagrado Profano","Sony Music Entertainment",3,3,5,"7460630"
6,"spotify:track:13KLZ8VI9P7H7bxs0vtsXC","Dj Luan Gomes, Tropa da W&S","MTG QUERO VER SE VOCÊ TEM ATITUDE","PDF Records / W&S Music",4,7,6,"6494041"
7,"spotify:track:4VNRWHoiKHZJIoQHPbmJIv","Felipe e Rodrigo","Gosta De Rua (Ao Vivo)","MK Records",1,11,12,"6221303"
8,"spotify:track:6W196uVRkmQFHbc1XV8DNk","CountryBeat, Félix, Léo Souzza","Sonho Dela (Cowboy)","CountryBeat",8,9,7,"6199847"
9,"spotify:track:3w392XWJ5bXzjcCR2Dmvqn","Zé Neto & Cristiano, Ana Castela","Foi Intenso - Ao Vivo","Som Livre",5,10,8,"6038579"
10,"spotify:track:0HDMisLsuGNml98Xq7atpm","Luan Santana, Luan Pereira","EU SOU SENTIMENTO","Sony Music Entertainment",5,5,3,"5961771"
11,"spotify:track:6hNREzgHbVM5AkGwP4SPmU","Luan Pereira, Murilo Huff","FALTA DE QUÊ?","Som Livre",4,8,6,"5888965"
12,"spotify:track:5GV7OpSEb8MPTryL0Q5i6c","DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles","Mtg Quero Te Encontrar","Tropa do Serrão",1,12,16,"5787014"
13,"spotify:track:7eoRm37Ta1jvGMiMRfOQoa","Dj VN Maestro, MC G DS","Eu So Comi Ela uma Vez","Love Funk Records",13,170,2,"5136796"
14,"spotify:track:6mTpK40yIRk1xGGNvRMHGg","Murilo Huff, Gustavo Mioto","Me Caiu Tão Bem - Ao Vivo","M Show",14,15,3,"4969933"
15,"spotify:track:6cFW2FPaUL4YRJfS9zFJaV","Simone Mendes","Dois Tristes - Ao Vivo","UME - Global Clearing House",4,13,17,"4741287"
16,"spotify:track:0WiJIa3V9GdcJfcy1FhLjp","Zé Neto & Cristiano","Deu Moral - Ao Vivo","Som Livre",5,14,11,"4421269"
17,"spotify:track:1CpneInvFvGYcDVU4CCDgI","Ana Castela","Minha Herança - Ao Vivo","AgroPlay",17,21,4,"4146169"
18,"spotify:track:6X6jKoyw1OjogRghMEQAZV","Jorge & Mateus, Lauana Prado","Haverá Sinais - Ao Vivo","Som Livre",2,16,18,"4062430"
19,"spotify:track:7Elw15XWLpOi4qzHyAwa9e","Gloria Groove","Nosso Primeiro Beijo - Ao Vivo","SB Music",18,18,4,"4026533"
20,"spotify:track:3EuPKX0FLhAxfL5hZBlfJe","DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf","Te Maceto Depois Do Baile","Dj Zigão",20,28,4,"3919921"
21,"spotify:track:1WHDOr19zyyqu6XXIvdgfX","Hugo & Guilherme, Maiara & Maraisa","Morena De Goiânia - Ao Vivo","Som Livre",11,29,14,"3691937"
22,"spotify:track:5r0JHIjcY7dLWHkljNeQbj","Murilo Huff","Anestesiado - Ao Vivo","M Show",4,20,32,"3675542"
23,"spotify:track:2kFaWbpzQzpaJ0H6PskR6k","Mari Fernandez","Página De Ex - Ao Vivo","Som Livre",23,44,8,"3600376"
24,"spotify:track:60wgnlVBEsyswrTB6pYiTi","amblu","Como Um Beijo","amblu",19,19,4,"3494636"
25,"spotify:track:2RX89Di479sc53wkaNgt9E","Hugo & Guilherme","Vazou Na Braquiara - Ao Vivo","Som Livre",15,34,23,"3457256"
26,"spotify:track:2SFcDfkE1MRXZfl4LIwscm","Flozimbar","Hysteria","Robin",26,50,4,"3379431"
27,"spotify:track:24R0oyjvhV4HIFFvoK3XkP","Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA","TUMBÁTUM","Tropa Do Bruxo",11,22,20,"3358363"
28,"spotify:track:3iam4WkRoqMoBBCwDFZNgd","Henrique & Juliano","Quase Algo (Ao Vivo Em Nova Iorque) (2022)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,25,41,"3331277"
29,"spotify:track:0cvVetonbe66pOOPMtuSOC","L7NNON, MC Cabelinho, Palma, HHR","Vamo Marolar","HHR Records",12,24,11,"3263554"
30,"spotify:track:6FllOXq1UDCFDt1V4YvN3K","Mc Daniel, DJ WN, Dj GM","Vamo de Pagodin","Lyons Produções",30,66,6,"3206487"
31,"spotify:track:5jrQZnYInM6YUjr2yFSa3E","MC PH, Vulgo FK, Veigh, Pedro Lotto, prodbyeros","Vem Desestressar","GR6 Music",22,26,12,"3195982"
32,"spotify:track:2ORC76autQ7QTfBCkZl4Wo","Murilo Huff","Dedo do Meio - Ao Vivo","M Show",20,27,13,"3173852"
33,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,35,52,"3118666"
34,"spotify:track:0Q1ySdDoHDiotYn4nbMXNm","Nagalli, KayBlack, Veigh, Supernova Ent","CONFISSÕES PT2","Supernova Ent",8,23,9,"3021273"
