rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
1,spotify:track:4G7bbgD2DHORU4frrWoCXp,"DJ Japa NK, MC Meno K, MC Ryan SP, Mc Jacaré, DJ DAVI DOGDOG",Posso Até Não Te Dar Flores,BOLOLO REC,1,1,8,17743556,158769
2,spotify:track:38Ps9Kui6qJjpVqdBOfN5M,"Grupo Menos É Mais, Simone Mendes",P do Pecado - Ao Vivo,Som Livre,1,2,28,8715509,192367
3,spotify:track:4ukpXdplqDEMk3Fy2i30oI,"MC GP, Mc Lele JP, DJ DAVI DOGDOG, Dj Andrabeat",ME POSTOU NO DAILY - FESTA DO BIG G,WM Brazil,3,3,7,8167627,177230
4,spotify:track:1JUmsSEfVwhdJCVBG83XGU,"PEDRO SAMPAIO, Mc Gw, Mc Jhey, Mc Rodrigo do CN, MC Nito",SEQUÊNCIA FEITICEIRA,WM Brazil,2,4,11,7504613,129692
5,spotify:track:6tUdNbB9aYbX0sUDXOzX1u,Diego & Victor Hugo,Tubarões - Ao Vivo,Sony Music Entertainment,1,6,39,7486441,162580
6,spotify:track:4SjcIkVc4cvFgURD1EHxDM,Vitinho Imperador,Eu Me Apaixonei,Vitinho Imperador,5,5,12,6473584,205714
7,spotify:track:6B7ot6Wlqf7zt3FCkYl2FJ,"Grupo Menos É Mais, NATTAN",Pela Última Vez - Ao Vivo,Som Livre,3,7,12,6077573,162325
8,spotify:track:5Nj2UVsxXAvhfYNpcre3al,"Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN",FAMOSINHA,BR MUSIC DIREITOS MUSICAIS LTDA.,1,8,26,5625125,133384
9,spotify:track:2Hw0LzrD6ic8AckKBxJhiO,Murilo Huff,Deixa Eu - Ao Vivo,M Show,8,9,13,5562743,158470
10,spotify:track:4c4tcqYfqiFc527gqNdRE5,"Clayton & Romário, Zé Felipe",Se Eu Te Perdoar - Ao Vivo,WM Brazil,6,10,9,5479082,164892
11,spotify:track:4y93vvzu2h8MITw7YyUTcI,Henrique & Juliano,Última Saudade (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,12,59,4988153,150449
